"lic","instituciones","direccion_fisica","pueblo_fisico","zip_code_fisico","direccion_postal","pueblo_postal","zip_code_postal","telefono_primario","telefono_secundario","email_primario","email_secundario","fax_primario","fax_secundario","director_preescolar","director_elemental","director_intermedia","director_superior","matricula_preprekinder","matricula_prekinder","matricula_kinder","matricula_sin_grado_preescolar","matricula_primero","matricula_segundo","matricula_tercero","matricula_cuarto","matricula_quinto","matricula_sexto","matricula_sin_grado_elemental","matricula_septimo","matricula_octavo","matricula_noveno","matricula_decimo","matricula_undecimo","matricula_duodecimo","matricula_sin_grado_secundaria","total"
"A 14-101","Río Hondo Learning Academy, Inc.","Calle 1 # 44 Urb Hermanas Davilas","Bayamón","00961","Urb Las Cascadas 1 Buzón 1522","Toa Alta","00953","(939) 336-2326","(787) 566-2699","info@rhlacademy.com","sonianegronrios@gmail.com","(939) 336-2325",,"Giselda Montalvo Vélez","Sonia Negron Rios","Giselda Montalvo Vélez","Giselda Montalvo Vélez","5","4","11","0","16","12","10","8","11","13","0","6","8","11","5","3","3","0","126"
"A 14-102","Centro Educativo Multidisciplinario Integral","Ave Lomas Verdes Bloque F-15, Esq. Calle Almendro","Bayamón","00957","Avenida Lomas Verdes Bloque F-15, Esq. Calle Almendra","Bayamón","00957","(787) 395-7888","(787) 983-4917","cemiescuela@gmail.com","waldemarmuniz@yahoo.com","(787) 395-7888",,"Waldemar Muniz Soulette","Waldemar Muñiz Soulette","Zorayda Archilla","Zorayda Archilla","0","0","4","0","3","6","1","5","10","7","15","6","10","18","13","11","11","0","120"
"A 14-103","KYP Academy","Calle #2, Núm. 287, Urb Hermanas Dávila","Bayamón","00959","Urb Hermanas Dávila, Calle Muñoz Rivera #2, Núm. 287","Bayamón","00959","(787) 705-0111","87-7011","kyp_academycorp@hotmail.com","kendra.0912@hotmail.com","(787) 705-0111",,"Kendra Barbosa Cruz","Kendra Barbosa Cruz","......",,"12","10","12","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","47"
"A 14-104","Antilles Educational College","Ave Borinquen 2012","San Juan","00915","Urb Santa Juanita, PMB 375, Calle 39 UU-1","Bayamón","00956","(787) 798-9596","(787) 644-0512","luislafo717@gmail.com","luislafo717@gmail.com","(787) 798-9597",,"Luis E. Lafontaine Montero, Presidente","Luis E. Lafontaine Montero, Presidente","Luis E. Lafontaine Montero, Presidente","Luis E. Lafontaine Montero, Presidente","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","21","0","0","25"
"A 14-105","Puerto Rico Advance Institute, Inc.","Calle Barbosa Núm. 14","Bayamón","00960","PO BOX 1371","Bayamón","00960","(787) 786-5566","(787) 786-5566","pradvance@prai2010.com",,"(787) 786-5566","(787) 786-5566","0","0","Anneris Albizu","Anneris Albizu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","4","0","10"
"A 14-107","Wise People School And Day Care","Calle Betances #C-186, Urb Hermanas Dávila","Bayamón","00959","Urb Hermanas Dávila, Calle Betances #C-186","Bayamón","00959","(787) 457-0764","(787) 457-0764","wisepeople_colegio@hotmail.com","littlecitizens@live.com","(787) 457-0764","(787) 457-0764","Vanessa Vázquez Rodríguez","Vanessa Vázquez Rodríguez","Vanessa Vázquez Rodríguez",,"8","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"A 14-109","Centro Educativo Abejitas Felices","Barrio Dajaos, Carr 167, Km. 1.1","Bayamón","00956","RR 8 BOX 9087, Barrio Dajaos","Bayamón","00956","(787) 605-3199","(787) 797-0733","amarilys_echevarria@yahoo.com","abejitasfelices@latinmail.com","(787) 797-0733",,"María I. Burgos De Jesús, Presidenta","María I. Burgos De Jesús, Presidenta","María I. Burgos De Jesús, Presidenta","María I. Burgos De Jesús, Presidenta","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","2","7","0","11"
"A 14-11","Academia Santo Tomás de Aquino (Superior)","Hato Tejas,  Carr 864, Km. 0.5","Bayamón","00960","PO BOX 1557","Bayamón","00960","(787) 785-2530","(787) 269-4905","astasuperior2@gmail.com","jcintron@dominicospr.com","(787) 786-5015",,"n/a","n/a","n/a","Jannette Cintrón Morales","0","0","0","0","0","0","0","0","0","0","0","0","0","47","55","88","111","0","301"
"A 14-113","La Casita Dulce","Calle 3 #9 Urbanización Bella Vista","Bayamón","00957","Urb Bella Vista, Calle 3 #9","Bayamón","00957","(787) 941-7801","(787) 941-7801","belmy016@hotmail.com",,"(787) 941-7801","(787) 941-7801","Belmaly Monserate Chinea","Belmaly Monserate Chinea","n/a","n/a","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A 14-114","American Performance School, Inc.","Ave Main, Bloque 31-37, Urb Santa Rosa","Bayamón","00961","Urb Riverside Park, Calle 1 1 G-7","Bayamón","00961","(787) 785-5555","(787) 908-5106","aperformanceschool_pr@hotmail.com","maradavila@hotmail.com","(787) 785-5555",,"n/a","n/a","Roberto Cintron Santiago","Roberto Cintron Santiago","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","3","7","0","21"
"A 70-60","Instituto Educativo Premier","Calle Villa # 123","Ponce","00730","Calle Villa #123","Ponce","00730","(787) 843-1515","(787) 499-1515","premierponce@aol.com","rafaelvalladares1@live.com","(787) 843-3786",,"No Aplica","No Aplica","No Aplica","Glenda Santos","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","3","0","0","8"
"A 14-115","Puerto Rico Partners School, Inc.","Calle degetau, esq. betances #4, bayamon pueblo","Bayamón","00960","PO BOX 55211, Station One","Bayamón","00960","(787) 740-7979","(787) 531-1121","puertoricopartners@yahoo.com","pmtc2015@gmail.com","(787) 740-7979",,"Ángel J. Díaz Santana","Ángel J. Díaz Santana","Ángel J. Díaz Santana","Ángel J. Díaz Santana","0","0","0","0","0","0","0","0","0","0","0","3","4","2","7","0","5","0","21"
"A 14-116","Alternative for Kids, Inc.","Ave Las Cumbres 199 Royal Town B-2","Bayamón","00956","PO BOX 4175","Bayamón","00958","(787) 279-7200","(787) 646-5816","alternativeforkids@hotmail.com","dagyanaortiz@hotmail.com","(787) 279-7200",,"Dagyana Ortiz","Dagyana Ortiz","n/a","n/a","12","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"A 14-117","Children's Zone","Urb Forest View Calle Sofia H-234","Bayamón","00956","Urb Forest View, Calle Sofia H-234","Bayamón","00956","(787) 349-9244","(787) 422-2099","childrenszonepr@yahoo.com",,"(787) 787-8411",,"Sra. Brenda L. Claudio Capó","No","No",,"10","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"A 14-119","Piesitos PK, Inc (Centro de Desarrollo Integral del Niño, Inc.)","Calle Zinia 4-R-7 Urb Lomas Verdes","Bayamón","00956","Urb Lomas Verdes, Calle Zinia 4-R-7","Bayamón","00956","(787) 297-3309","(787) 316-4086","lizcollazo@hotmail.com","adtrivera@hotmail.com","(787) 297-3309",,"Adam Del Toro Rivera","Adam Del Toro Rivera","n/a","n/a","20","9","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31"
"A 14-12","Colegio Jardín de Riverview Inc.","Urb Riverview, Calle # 20, W-10","Bayamón","00961","Urb Riverview, Calle # 20, W-10","Bayamón","00961","(787) 787-1195","(787) 646-3000","colegiojardin@hotmail.com",,"(787) 796-2854",,"Victor M. González Rosario","Victor M. González Rosario","N/A","N/A","0","0","13","0","7","18","18","10","14","14","0","0","0","0","0","0","0","0","94"
"A 14-121","Visual and Performing Arts Christian School","Carr 830 Sect Los Sánchez Bo Cerro Gordo,Int. Las Guabas","Bayamón","00957","PO BOX 8833","Bayamón","00960","(787) 998-2588","(939) 416-2588","info@vpaschool.com","vpaschool2588@gmail.com","(787) 730-6554",,"Willie A. Andrade García","Willie A. Andrade García","Willie A. Andrade García",,"10","12","13","0","10","11","2","4","6","2","0","0","0","0","0","0","0","0","70"
"A 14-122","Little in Action","Ave Lomas Verdes TT-17 Urb Santa Juanita","Bayamón","00956","Urb Santa Juanita, Avenida Lomas Verdes TT-17","Bayamón","00956","(787) 786-3685","(787) 786-3685","little.in.action.1@gmail.com","little.in.action.1@gmail.com","(787) 786-3685",,"Dilcia I. Otero Figueroa","Dilcia I. Otero Figueroa","Dilcia I. Otero Figueroa","Dilcia I. Otero Figueroa","3","7","8","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0","27"
"A 14-124","Centro Educativo El Redentor","Calle Comerio #59","Bayamón","00957","PO BOX 25178","Bayamón","00928","(787) 786-4343","(787) 786-4343","centroeducativoelredentor@gma.com",,"(787) 786-4343",,"n/d","n/d","n/d","Migdalia Pacheco Aviles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","14"
"A 14-125","Emadrian Bilingual School","Calle Comerio #192","Bayamón","00959","PO BOX 6940","Bayamón","00960","(787) 740-8352","(787) 740-8352","emadrianschool@yahoo.com","anniebel939@gmail.com","(787) 740-8352",,"Ana Pérez López","Ana Pérez López","Ana Pérez López","Ana Pérez López","1","12","31","0","23","36","37","43","58","52","0","59","41","46","46","38","49","0","572"
"A 14-14","Colegio Santiago Apóstol","Urb Sierra Bayamón Calle 23 Bloque 23 Num 17","Bayamón","00961","Urb Sierra Bayamón 23-17 Calle 23","Bayamón","00961","(787) 786-9179","(787) 288-1966","colegiosantiagoapostol66@gmail.com",,"(787) 269-3965",,"Sra. Neyda Pérez Hernández","Sra. Neyda Pérez Hernández","Sra. Neyda Pérez Hernández","Sra. Neyda Pérez Hernández","0","4","4","0","8","8","11","8","19","12","0","16","19","16","6","17","18","0","166"
"A 14-16","Colegio Hostosiano de Puerto Rico","Urb Magnolia Gardens, Calle # 8, W-20","Bayamón","00956","Urb Magnolia Gardens, Calle # 8, W-20","Bayamón","00956","(787) 787-6525","(787) 996-7130","chprdirector@gmail.com","chprdirectoraejectiva@gmail.com","(787) 785-8009",,"Yariza Santos Nieves","Yariza Santos Nieves","Yariza Santos Nieves","Yariza Santos Nieves","0","0","3","0","1","3","1","9","6","6","0","14","5","15","11","18","7","0","99"
"A 14-17","American School","Urb Hermanas Dávila, Calle 9, C-1","Bayamón","00959","Urb Hermanas Dávila, Calle 9, C-1","Bayamón","00959","(787) 780-2501","(787) 780-2531","nrivera@americanschoolpr.com","aramirez@americanschoolpr.com","(787) 740-0737","-0","Nancy Rivera","Nancy Rivera","Lourdes Ramos","Maria Davila","0","18","36","0","26","43","27","37","33","46","0","31","51","49","38","46","49","0","530"
"A 14-18","Academia Santo Tomás de Aquino (Elemental)","Urb Hermanas Dávila, Calle 9 #10","Bayamón","00958","PO BOX 4098","Bayamón","00958","(787) 785-3066","(787) 780-8600","yolanda.gomez@dominicospr.com","angie.tricoche@dominicospr.com","(787) 785-5550","(787) 785-5550","Yolanda M.  Gómez Colón","Yolanda M.  Gómez Colón","Yolanda M.  Gómez Colón",,"0","6","10","0","17","17","17","14","22","21","0","22","34","0","0","0","0","0","180"
"A 14-20","Christian Private Academy","Parc. Van Scoy   EE-38 Vía Rexville","Bayamón","00957","Parc. Van Scoy   EE-38 Vía Rexville","Bayamón","00957","(787) 797-5648","(787) 400-4567","christianprivateacademy@hotmail.com","christianprivateacademy@hotmail.com","(787) 797-5648",,"Nelly I. Morales","Nelly I. Morales","Nelly I. Morales","Nelly I. Morales","0","15","22","0","30","21","17","18","14","16","0","5","12","9","0","0","0","0","179"
"A 14-27","Colegio Discípulos de Cristo Hato Tejas","Hato Tejas, Calle Pájaros # 37","Bayamón","00959","Calle Pájaros # 37, Bo. Hato Tejas","Bayamón","00959","(787) 780-1654","(787) 780-1654","cdcdocencia@gmail.com","griselrodriguez70@yahoo.com","(787) 780-7650","(787) 780-1654","Migdalia Orengo","Migdalia Orengo","Migdalia Orengo","Migdalia Orengo","0","4","10","0","18","19","19","25","16","14","0","34","48","40","25","39","35","0","346"
"A 14-28","Trópico Centro de Desarrollo del Niño, Inc.","Urb Los Almendros, Calle Tilo EA 22, 23 y 24","Bayamón","00961","PMB 462, 90 Ave. Río Hondo","Bayamón","00961","(787) 780-3463","(787) 780-3463","tropicocentro82@gmail.com",,"(787) 780-3463","(787) 780-3463","Carmen Rodriguez","Carmen Rodriguez","N/A","N/A","0","27","19","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","66"
"A 14-30","Colegio Lomas Verdes","Urb Lomas Verdes,  Calle Playera, 4E-12 y 13, Calle Robles 4E-26","Bayamón","00956","PO BOX 4226, Bayamón Gardens Branch","Bayamón","00958","(787) 786-3725","(787) 786-3725","clve13@outlook.com",,"(787) 786-0237","(787) 786-3725","Yolanda Ostolaza, Directora","Yolanda Ostolaza, Directora","Yolanda Ostolaza, Directora",,"0","0","1","0","4","9","8","4","17","4","0","14","7","7","0","0","0","0","75"
"A 14-34","Academia Fundación de Educación Cristiana","Carr 167, Km. 18.9 antes de Rexville Plaza","Bayamón","00957","PO BOX 2550","Bayamón","00960","(787) 999-1478","(787) 799-6592","academia@afecedu.com","claritza.ruiz@afecedu.com","(787) 999-1479","(787) 999-1477","Claritza I. Ruiz Medina","Claritza  I. Ruiz Medina","Claritza I. Ruiz Medina","Claritza I. Ruiz Medina","0","6","3","0","3","6","7","4","6","13","0","10","9","15","8","18","9","0","117"
"A 14-36","Hogar Escuela Sor María Rafaela","Sect El Volcán, Barrio Hato Tejas, Carr 871, Km. 1.0 Interior","Bayamón","00960","PO BOX 3024","Bayamón","00960","(787) 785-9586","(787) 785-9517","hogarescuela@gmail.com","hogar.sormaria@gmail.com","(787) 787-5324",,"N/A","María T. Morel","María T. Morel González",,"0","0","0","0","0","0","0","0","0","3","0","2","1","4","0","0","0","0","10"
"A 14-37","High Achievement Christian School","Calle 2 Juan Sanchez","Bayamón","00956","Urb Jardines de Caparra, D18 Calle 15 Apt 8","Bayamón","00959","(787) 248-8848","(787) 460-6166","highachievementchristianschool@gmail.com","msvazquezleon@gmail.com","(78) 724-8884","87-2884","Migdalia Vazquez Leon","Migdalia Vazquez Leon","no aplica","no aplica","0","0","16","0","16","9","14","12","5","3","0","0","0","0","0","0","0","0","75"
"A 14-40","Colegio Jardín de la Merced","Urb Miraflores, Ave Las Cumbres, Calle 28, Bloq. # 14,  # 25-28","Bayamón","00957","Urb Miraflores, Ave. Las Cumbres, Calle 28, Bloq. # 14,  # 25-28","Bayamón","00957","(787) 797-5096","(787) 797-5096","jardinmerced@gmail.com",,"(787) 797-5096","(787) 797-5096","Felipe Colon Rodriguez","Felipe Colón Rodriguez","Felipe Colón Rodríguez","Felipe Colón Rodríguez","0","0","2","4","1","2","2","3","2","7","0","9","4","8","12","10","24","0","90"
"A 14-41","Academia Santa Rosa de Lima","Urb Santa Rosa,  Ave Main, Esquina Calle 12, Bloque 28, # 9","Bayamón","00959","Urb Santa Rosa,  Ave. Main, Esq. Calle 12, Bloque 28, # 9","Bayamón","00959","(787) 798-2829","(787) 798-2539","santarosacuevas@gmail.com","gortizasr@gmail.com","(787) 288-4996",,"Lorrie M. Cuevas Torres","Lorrie M. Cuevas Torres","Lorrie M. Cuevas Torres","Lorrie M. Cuevas Torres","0","13","17","0","31","53","47","60","53","64","0","77","68","43","55","42","19","0","642"
"A 14-42","Colegio Zaenid","Urb Riverview, Calle 10 AK-1","Bayamón","00961","Urb Riverview, Calle 10A K-1","Bayamón","00961","(787) 786-1248","(787) 786-1248","colegio_zaenid@hotmail.com","fftdad@hotmail.com","(787) 786-1248","(787) 786-1248","Irma Olivieri Ramos","Irma Olivieri Ramos","Irma Olivieri Ramos","Irma Olivieri Ramos","0","3","4","0","8","7","14","12","8","18","0","28","14","20","8","0","0","0","144"
"A 14-44","Colegio Clagill","Urb Estancias de Río Hondo 1, Calle Río Cialitos C-21","Bayamón","00961","Urb Estancias de Río Hondo 1, Calle Río Cialitos C-21","Bayamón","00961","(787) 786-2899","(787) 377-3614","colegioclagill@gmail.com","alvarezwork@aol.com","(787) 200-0334",,"Carmen M. Ortiz Pagan","Carmen M. Ortiz Pagan","Carmen M. Ortiz Pagan","Carmen M. Ortiz Pagan","0","3","4","0","2","5","6","5","5","10","0","10","9","10","6","2","5","0","82"
"A 14-45","Instituto Psicopedagógico de PR - Centro Educ. De Servicios Integrales(RMS) María E. Gómez","Carr # 2, Km. 8.5, Jardines de Caparra","Bayamón","00959","PO BOX 363744","San Juan","00936","(787) 783-5431","(787) 783-6378","rodriguezippr@gmail.com","milagrosagr@gmail.com","(787) 792-3610","(787) 783-6378","Lcda. Milagros Vargas/ Sra. Rosangela Rodríguez","Lcda. Milagros Vargas/ Sra. Rosangela Rodríguez","Lcda. Milagros Vargas/ Sra. Rosangela Rodríguez","Lcda. Milagros Vargas/ Sra. Rosangela Rodríguez","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","96"
"A 14-47","Colegio Santísima Trinidad (antes Colegio Luterano de Bayamón)","Urb Lomas Verdes, Ave Laurel, Esquina Jacinto","Bayamón","00960","PO BOX 548","Bayamón","00956","(787) 785-7056","(787) 785-7056","cosantribayamon@gmail.com","directoracst@gmail.com","(787) 269-6560","(787) 269-6560","Giselle Hernández","Giselle Hernández","Giselle Hernández","Giselle Hernández","0","0","14","0","16","14","16","21","17","21","0","27","24","27","32","43","29","0","301"
"A 14-48","Colegio Emmanuel, Inc.","Carr 167, Km. 17.6, Urb Rexville","Bayamón","00960","Apartado 1497","Bayamón","00960","(787) 797-7670","(787) 799-3595","colegioemmanuel1@gmail.com",,"(787) 279-0816","(787) 799-2834","Loida E. Baez Santiago","Loida E. Baez Santiago","N/A","N/A","0","6","21","0","5","18","14","12","28","12","0","0","0","0","0","0","0","0","116"
"A 14-54","Colegio Nuestra Señora del Rosario","Urb Reparto Valencia, Ave Orquídea","Bayamón","00959","Urb Reparto Valencia, Calle 5, AA-7","Bayamón","00959","(787) 798-5100","(787) 798-5100","cnsr2003@hotmail.com",,"(787) 269-7551","(787) 798-5100","Elba I. Soto de Cruz","Elba I. Soto de Cruz","Elba I. Soto de Cruz","Elba I. Soto de Cruz","0","0","8","0","11","13","10","10","13","25","0","18","20","0","0","0","0","0","128"
"A 14-55","Colegio Otoquí, Inc.","Urb Los Dominicos, Calle Santo Domingo de Guzmán C-46","Bayamón","00960","PO BOX 465","Bayamón","00960","(787) 799-0447","(787) 998-3775","carelisotoqui@gmail.com","colegiootoqui@gmail.com","(787) 998-3775",,"María E. Fernández Ayala","María E. Fernández Ayala","María E. Fernández Ayala","María E. Fernández Ayala","0","14","18","0","37","44","25","24","31","32","0","28","23","15","4","16","0","0","311"
"A 14-56","Academia Discípulos de Cristo","Urb Montañez Calle Rvdo. Florentino Santana","Bayamón","00957","PO BOX 1947","Bayamón","00960","(787) 799-6950","(787) 799-3445","registro@adc-bay.org","directoradocente@adc-bay.org","(787) 799-2675","(787) 799-7771","YAHAIRA A. REYES / DIRECTORA DOCENTE","YAHAIRA A. REYES / DIRECTORA DOCENTE","YAHAIRA A. REYES / DIRECTORA DOCENTE","YAHAIRA A. REYES / DIRECTORA DOCENTE","0","18","36","0","35","37","38","40","56","43","0","75","81","86","101","92","116","0","854"
"A 14-57","Academia Carrusel","Urb Forest View,Calle España K-191","Bayamón","00956","Urb Forest View, Calle España K-191","Bayamón","00956","(787) 785-6713","(787) 785-6713","carrousel1971@gmail.com",,"(787) 785-6713","(787) 785-6713","Marisol Rodriguez","Marisol Rodriguez","no aplica",,"7","5","5","0","4","5","4","0","0","0","0","0","0","0","0","0","0","0","30"
"A 14-58","Colegio Calados","Urb Lomas Verdes,  Calle Jabillo # 3 R-1-2,  Ave Laurel","Bayamón","00956","Urb Lomas Verdes, Calle Jabillo 3R-1-2","Bayamón","00956","(787) 785-4597","(787) 785-4597","colegiocalados@gmail.com",,"(787) 785-4597","(787) 785-4597","Denisse M. Santana Acevedo","Denisse M. Santana Acevedo","na","na","0","5","10","0","15","15","10","21","6","6","0","0","0","0","0","0","0","0","88"
"A 14-59","Bayamón Military Academy, Inc.","Sect Volcán Arenas, Carr 871Final, Esquina De Diego, Barrio Hato Tejas","Toa Baja","00952","PO BOX 172","Sabana Seca","00952","(787) 798-6510","(787) 798-6510","bayamon-military@msn.com","bmaregistrar@gmail.com","(787) 787-1934","(787) 395-7725","José A. Andino","José A. Andino","Daniel Sierra Millán, Administrador","Daniel Sierra Millán, Administrador","0","7","19","0","23","28","36","25","22","31","0","24","35","23","47","38","43","0","401"
