"table_id","codigo","escuela","region","distrito","municipio_escolar","direccio_fisica","direccion_municipio","direccio_estado","direccion_zipcode","geolocalizacion","telefono","fax","director","zona","estatus_actual","nivel_original","grados_original","grados_posterior","matricula_total","grado_infant","grado_toddler","grado_pk","grado_pke","grado_pkm","grado_k","grado_1","grado_2","grado_3","grado_4","grado_5","grado_6","grado_sge","grado_7","grado_8","grado_9","grado_sgi","grado_10","grado_11","grado_12","grado_sgs","espa_ol_proficiente_avanzado","espa_ol_pre_b_sico","espa_ol_b_sico","espa_ol_proficiente","espa_ol_avanzado","matem_ticas_proficiente_avanzado","matem_ticas_pre_b_sico","matem_ticas_b_sico","matem_ticas_proficiente","matem_ticas_avanzado","ingl_s_proficiente_avanzado","ingl_s_pre_b_sico","ingl_s_b_sico","ingl_s_proficiente","ingl_s_avanzado","bajo_nivel_pobreza"
"274","66076","EL SENORIAL","SAN JUAN","SAN JUAN II","SAN JUAN V","CALLE POP BARAJA ESQ BENITO FEIJOO EL SENORIAL","SAN JUAN","PR","00926-0000","(18.36046, -66.06066)","761-5920","283-0290","LOURDES M. RIVERA REXACH","URBANA","SI","ELEMENTAL","K - 6","K - 6","250",,,,,,"33","37","40","37","32","47",,"24",,,,,,,,,"26.61","19.35","54.03","18.55","8.06","37.90","12.10","50","29.03","8.87","20.16","36.29","43.55","11.29","8.87","88.80"
"276","46086","ELADIO TIRADO LOPEZ","MAYAGUEZ","AGUADILLA","AGUADA","CARR 417 KM 3 HM 6 BO GUANABANO","AGUADA","PR","6020000","(18.36971, -67.15608)","868-2161","868-7047","CARLOS L. GARCIA VARELA","RURAL","SI","SECUNDARIO","43077","43077","410",,,,,,,,,,,,,,,"79","84",,"99","77","71",,"49.66","12.08","38.26","32.21","17.45","0.67","37.58","61.74","0.67","0","51.68","20.13","28.19","22.82","28.86","77.28"
"277","15024","ELBA LUGO CARRION","ARECIBO","ARECIBO","ARECIBO II","URB VILLA SERENA CALLE ORQUIDEA","ARECIBO","PR","00613-0000","(18.45402, -66.74012)","879-4825","816-6841","WANDA CARRION","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","341",,,,,,"44","43","56","48","52","47","43","8",,,,,,,,,"72.25","3.66","24.08","25.13","47.12","65.97","5.24","28.80","32.46","33.51","73.68","4.74","21.58","27.37","46.32","60.94"
"278","61358","ELEANOR ROOSEVELT","SAN JUAN","SAN JUAN I","SAN JUAN II","CALLE ANTILINNIN URB ROOSEVELT","SAN JUAN","PR","00918-2485","(18.41782, -66.06436)","763-4518","767-3983","DAMARYS COLLAZO MAESTRE","URBANA","SI","ELEMENTAL","K - 6","K - 6","279",,,,,,"45","33","54","43","49","55",,,,,,,,,,,"37.41","15.65","46.94","23.81","13.61","47.62","6.12","46.26","29.25","18.37","20.41","33.33","46.26","15.65","4.76","73.33"
"279","18259","ELEM BO HIGUILLAR (ECOLOGICA)","ARECIBO","VEGA ALTA","DORADO","CARR 695 KM 1 HM 16 BO HIGUILLAR",,,,"(18.432552, -66.301143)","278-0321",,"LISSETTE DE JESUS RIVERA","RURAL","SI","ELEMENTAL","K - 6","K - 6","282",,,,,,"46","49","45","45","43","38",,"16",,,,,,,,,"61.62","6.49","31.89","24.86","36.76","49.46","9.78","40.76","17.93","31.52","65.22","10.33","24.46","34.78","30.43","73.82"
"281","35923","ELEMENTAL BARRIO LAS 400","HUMACAO","CANOVANAS","CANOVANAS","CARR 185 KM 15.8 PARCELA LAS 400","CANOVANAS","PR","7290000","(18.26935, -65.91448)","876-7280","876-7280","EDDIE QUINONES RIVERA","RURAL","SI","ELEMENTAL","K - 6","K - 6","234",,,,,,"35","34","25","27","35","38","40",,,,,,,,,,"44.03","17.16","38.81","26.87","17.16","33.58","9.70","56.72","17.16","16.42","41.04","18.66","40.30","18.66","22.39","67.12"
"283","77289","ELEMENTAL NUEVA","SAN JUAN","SAN JUAN II","SAN JUAN III","AVE RAMON B LOPEZ SABANA LLANA","SAN JUAN","PR","9230000","(18.40167, -66.03777)","274-8255","767-5545","MARGARITA CARRASQUILLO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","228",,,,,,"33","33","40","20","21","29","32","20",,,,,,,,,"66.95","7.63","25.42","27.12","39.83","45.76","14.41","39.83","15.25","30.51","35.59","25.42","38.98","25.42","10.17","91.20"
"285","12369","ELEMENTAL URBANA","BAYAMON","OROCOVIS","MOROVIS","CALLE DEL CARMEN FINAL BO PUEBLO","MOROVIS","PO BOX 687","00687-0000","(18.32623, -66.40863)","862-0000","862-0000","MARIA DEL C. MARRERO","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","352",,,,,,"56","63","47","52","54","42",,"38",,,,,,,,,"48.75","11.88","39.38","26.88","21.88","43.13","6.25","50.63","30.63","12.50","33.75","15.63","50.63","30.63","3.13","83.69"
"286","71720","ELEMENTAL URBANA","ARECIBO","VEGA ALTA","VEGA ALTA","CALLE TEODOMIRO RAMIREZ","VEGA ALTA","PR","00692-0000","(18.41309, -66.3293)","883-2770","883-2770","ORIETTA W. NELSON AYALA","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","206",,,,"14",,"22","34","26","27","17","18",,"48",,,,,,,,,"35.42","25","39.58","14.58","20.83","46.88","18.75","34.38","23.96","22.92","35.42","34.38","30.21","28.13","7.29","88.02"
"289","50120","ELEMENTAL URBANA NUEVA","MAYAGUEZ","CABO ROJO","LAJAS","AVE FLAMBOYAN #233","LAJAS","PR","6670000","(18.03755, -67.05556)","899-3010","899-5840","GLORYANN MORALES PADILLA","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 6 , EEE","421",,,"15",,"17","48","51","72","69","63","60",,"26",,,,,,,,,"44.76","13.99","41.26","25.52","19.23","42.31","10.84","46.85","26.22","16.08","43.71","17.48","38.81","27.97","15.73","77.95"
"290","18176","ELI RAMOS ROSARIO","ARECIBO","MANATI","BARCELONETA","CARR 140 BO FORTUNA","BARCELONETA","PR","6170000","(18.44712, -66.55274)","846-3165","846-6813","EDWIN BORDOY MOLINA","URBANA","SI","ELEMENTAL","K - 6 , EEE","k - 5, EEE","516",,,"16",,,"69","92","81","61","74","94",,"29",,,,,,,,,"52.19","12.72","35.09","20.18","32.02","44.30","12.28","43.42","18.86","25.44","49.33","6.22","44.44","26.67","22.67","83.12"
"291","71795","ELISA DAVILA VAZQUEZ","ARECIBO","VEGA ALTA","VEGA ALTA","CARR 679 KM 2 HM 3 SECT FORTUNA BO ESPINOSA","VEGA ALTA","PR","00692-0000","(18.40217, -66.3027)","883-1165","883-5692","ANA E. IRRIZARRY","RURAL","SI","ELEMENTAL","K - 6","K - 6","185",,,,,,"20","25","28","26","27","24","35",,,,,,,,,,"62.96","2.78","34.26","25.93","37.04","55.56","2.78","41.67","29.63","25.93","63.89","2.78","33.33","35.19","28.70","76.14"
"292","25601","ELOISA PASCUAL","CAGUAS","GURABO","CAGUAS I","RES BAIROA AVE ASTRO CALLE 11","CAGUAS","PR","7264953","(18.25417, -66.04178)","745-0790","258-3013","EMMA MARTINEZ","URBANA","SI","SUPERIOR","12-Oct","9 - 12, EEI, EES","649",,,,,,,,,,,,,,,"95","110",,"126","164","149","5","44.23","6.41","49.36","21.15","23.08","13.46","25.64","60.90","3.21","10.26","47.44","32.05","20.51","22.44","25","67.08"
"293","45955","ELPIDIO H RIVERA","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","URB. RIO CRISTAL CALLE ROBERTO COLE 510","MAYAGUEZ","PR","6813050","(18.18227, -67.13811)","833-5560","265-3050","DOLORES CARO REYES","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","376",,,,,,,,,,,,,,"144","126","106",,,,,,"34.70","17.91","47.39","20.90","13.81","4.92","32.58","62.50","2.65","2.27","31.58","41.35","27.07","17.29","14.29","83.78"
"294","50690","ELSA E COUTO ANNONI","PONCE","YAUCO","GUANICA","CARR 321 SECTOR FUY BO CIENAGA","GUANICA","PR","00653-0000","(17.98848, -66.9214)","821-3222","821-3222","MAYRA SILVA CINTRON","RURAL","SI","ELEMENTAL","K - 6","K - 6","108",,,,,,"21","26","16","17","11","17",,,,,,,,,,,"64.29","14.29","21.43","26.19","38.10","69.05","0","30.95","19.05","50","73.81","0","26.19","19.05","54.76","87.25"
"295","53603","ELVIRA  VICENTE","PONCE","YAUCO","YAUCO","AVE BARBOSA FINAL","YAUCO","PR","00698-0000","(18.03195, -66.84925)","856-1394","856-1394","GLADYS E. RODRIGUEZ FRONTERA","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","314",,,,,,,,,,,,"116",,"94","104",,,,,,,"45.99","15.68","38.33","27.87","18.12","8.77","33.33","57.89","5.26","3.51","38.25","27.72","34.04","23.86","14.39","77.07"
"296","57703","ELVIRA M COLON","PONCE","SANTA ISABEL","SANTA ISABEL","CALLE CELIS AGUILERA","SANTA ISABEL","PR","00757-0000","(17.96018, -66.40558)","845-2751","845-7579","NESTOR IRIZARRY","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","475",,,,,,,,,,,,,,,,"35",,"158","124","145","13","32.20","20.34","47.46","17.80","14.41","8.47","30.51","61.02","5.08","3.39","24.56","38.60","36.84","9.65","14.91","81.39"
"297","21188","EMERITA LEON ELEMENTAL","CAGUAS","CIDRA","CAYEY","URB VILLA VERDE 118 CALLE LUIS MORALES","CAYEY","PR","00737-0000","(18.10815, -66.16219)","263-4070","738-2410","NITZA M. SANCHEZ CARTAGENA","URBANA","SI","SEGUNDA UNIDAD","K - 7","K - 5, EEE","590",,,,,,"82","105","101","98","90","105",,"9",,,,,,,,,"37.69","17.31","45","24.23","13.46","15.12","25.19","59.69","12.40","2.71","26.74","33.33","39.92","17.05","9.69","85.10"
"300","62513","EMILIO DEL TORO CUEVAS","SAN JUAN","SAN JUAN II","SAN JUAN IV","CALLE CHILE #1,ESQ QUISQUELLA HATO REY","SAN JUAN","PR","00917-0299","(18.42823, -66.05658)","753-0384","753-0384","NOMARA I. SEGUI MEDINA","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","149",,,,,"21","18","16","23","14","17","10",,"30",,,,,,,,,"69.09","9.09","21.82","25.45","43.64","51.85","5.56","42.59","20.37","31.48","40.74","11.11","48.15","16.67","24.07","89.52"
"301","70888","EMILIO R DELGADO","BAYAMON","COROZAL","COROZAL","CARR 159 KM 13","COROZAL","PR","00783-0000","(18.3403, -66.32194)","859-2037","859-4699","CARMEN ELVIRA RIVERA MARTINEZ","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","1014",,,,,,,,,,,,,,,,"204",,"207","291","302","10","43.98","13.16","42.86","26.32","17.67","0.38","26.14","73.48","0","0.38","26.52","42.80","30.68","12.88","13.64","75.46"
"302","15404","EPIFANIO ESTRADA","MAYAGUEZ","SAN SEBASTIAN","ISABELA","CARR 113 KM 9 HM 9 BO COTTO","ISABELA","PR","00662-0000","(18.48664, -66.9736)","872-4650","872-0177","BRENDA BUTLER","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","181",,,"14",,,"22","28","24","27","26","32",,"8",,,,,,,,,"64.81","3.70","31.48","22.22","42.59","60.19","8.33","31.48","23.15","37.04","62.96","3.70","33.33","44.44","18.52","81.01"
"303","70144","EPIFANIO FERNANDEZ VANGA","BAYAMON","BAYAMON","BAYAMON III","URB SANTA MONICA CALLE 8 A","BAYAMON","PR","00960-8774","(18.38921, -66.17887)","785-8373","779-0215","AUDA S.HERNANDEZ SANTANA","URBANA","SI","ELEMENTAL","K - 6","K - 6","162",,,,,,"24","29","19","24","32","34",,,,,,,,,,,"56.82","6.82","36.36","27.27","29.55","51.14","5.68","43.18","38.64","12.50","38.64","4.55","56.82","26.14","12.50","84.31"
"304","71571","ERNESTINA BRACERO","BAYAMON","TOA BAJA","TOA BAJA","CANDELARIA ARENAS CARR 865 KM 03","TOA BAJA","PR","9500000","(18.41632, -66.21055)","784-5540","784-5540","VACANTE","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","235",,,,,,"38","40","29","42","24","40",,"22",,,,,,,,,"47.32","8.93","43.75","33.93","13.39","43.75","8.93","47.32","34.82","8.93","25","25.89","49.11","21.43","3.57","90.70"
"305","46805","ERNESTINA MENDEZ","MAYAGUEZ","SAN SEBASTIAN","SAN SEBASTIAN","CARR.111KM.17HM 5 BO. BAHONAMEY","SAN SEBASTIAN","PR","00685-0000","(18.34746, -66.99874)","896-1745","896-1155","LYDIA E. MERCADO PEREZ","URBANA","SI","INTERMEDIO","9-Aug","8-Jun","696",,,,,,,,,,,,"277",,"191","220","8",,,,,,"40.70","22.61","36.68","22.61","18.09","16.24","40.10","43.65","12.69","3.55","36.18","38.69","25.13","18.59","17.59","80.43"
"307","53470","ERNESTO RAMOS ANTONINI","PONCE","YAUCO","YAUCO","48 AVE BARBOSA","YAUCO","PR","00698-0000","(18.03115, -66.84929)","856-1325","856-1325","OMAYRA SANTIAGO SANTIAGO","URBANA","SI","SECUNDARIO","7 - 12 , EEI","7 - 12 , EEI","401",,,,,,,,,,,,,,"93","80","66","11","45","48","52","6","87.39","1.35","11.26","28.38","59.01","63.06","1.80","35.14","24.32","38.74","88.74","3.60","7.66","30.63","58.11","45.48"
"308","54288","ERNESTO RAMOS ANTONINI","PONCE","PONCE","PONCE I","301 C AVE TITO CASTRO","PONCE","PR","00731-0000","(18.02032, -66.61032)","842-3216","842-3216","ZORAIDA MASSOL SANTANA","URBANA","SI","INTERMEDIO","7-9 , EEI","K - 8, EEI, EEE","397",,,,,,"29","41","35","32","36","33","48","40","32","32",,"39",,,,,"25.89","42.64","31.47","15.23","10.66","12.18","34.52","53.30","8.63","3.55","13.02","53.65","33.33","8.85","4.17","91.22"
"309","63131","ERNESTO RAMOS ANTONINI","SAN JUAN","SAN JUAN II","SAN JUAN IV","AVE BORINQUEN BO OBRERO","SAN JUAN","PR","00916-4134","(18.43614, -66.0504)","726-4480","726-7440","ESTHER TIRADO AYALA","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","177",,,,,,,,,,,,"53",,"67","50",,"7",,,,,"21.05","30.41","48.54","16.96","4.09","0","50.59","49.41","0","0","15.66","55.42","28.92","11.45","4.22","94.35"
"310","64402","ERNESTO RAMOS ANTONINI (MUSICA)","SAN JUAN","SAN JUAN I","SAN JUAN II","AVE CHARDON 125","SAN JUAN","PR","9192157","(18.42761, -66.06239)","754-1335","767-6291","JOSE F. CRESPO PAYO","URBANA","SI","SECUNDARIO","12-Jul","12-Jul","583",,,,,,,,,,,,"50",,"71","112","94",,"90","93","73",,"77.36","3.77","18.87","31.13","46.23","8.44","14.38","77.19","6.25","2.19","73.27","7.23","19.50","29.25","44.03","42.86"
"311","36012","ESCUELA DE BELLA ARTES","HUMACAO","LAS PIEDRAS","HUMACAO","ZONA INDUSTRIAL BO CATANO","HUMACAO","PR","00792-8992","(18.13949, -65.8234)","285-5575","285-1012","WILFREDO PENA RAMOS","URBANA","SI","SECUNDARIO","12-Jul","12-Jul","481",,,,,,,,,,,,"29",,"79","89","66",,"86","70","62",,"87.30","1.59","11.11","28.57","58.73","31.75","3.97","64.29","17.06","14.68","89.68","1.59","8.73","19.05","70.63","30"
"312","48017","ESCUELA ELEMENTAL NUEVA","MAYAGUEZ","MAYAGUEZ","HORMIGUEROS","CARR 309 KM 1.9 INTERIOR BO JUANAJIBO","HORMIGUEROS","PR","6600000","(18.13944, -67.13317)","849-2610","849-1820","JOHAN M. BOBE RIVERA","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 5, EEE","439",,,"16",,,"53","72","66","73","89","66",,"4",,,,,,,,,"72.48","4.03","23.49","34.23","38.26","85.23","2.68","12.08","18.12","67.11","52.35","8.72","38.93","35.57","16.78","81.09"
"313","35550","ESCUELA LIBRE DE MUSICA","HUMACAO","LAS PIEDRAS","HUMACAO","CALLLE DR VIDAL","HUMACAO","PR","00792-0487","(18.14852, -65.82192)","285-7901","285-0526","DRA. IVETTE A. BRAVO MELENDEZ","URBANA","SI","TODOS LOS NIVELES","43071","43071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"314","48330","ESCUELA LIBRE DE MUSICA Y BELLA ARTES ERNESTO RAMOS ANTONINI","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ",,,,,,,,,,"SI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"315","22772","ESPECIALIZADA DE BELLAS ARTES","CAGUAS","CIDRA","CAYEY","DESVIO MATIAS SOTO #57",,,,"(18.116236, -66.167245)","(787) 738-0110",,"LISSETTE COLON","URBANA","SI","SUPERIOR","10 - 12 EES","10 - 12 EES","238",,,,,,,,,,,,,,"35","15","42",,"42","52","40","12","85","1","14","34","51","27","3","70","18","9","65","6","29","22","43","41.81"
"316","54862","ESPECIALIZADA EN CIENCIAS Y MATEMATICAS (CROEV)","PONCE","SANTA ISABEL","VILLALBA",,,,,,,,,,"SI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.27"
"317","12260","ESPERANZA GONZALEZ","BAYAMON","OROCOVIS","MOROVIS","CARR 159 KM 9 RAMAL 618 BO CUCHILLAS","MOROVIS","HC 1 BOX 2386","00687-0000","(18.30802, -66.39342)","862-2792","862-2792","HAROLD E. PADILLA MELENDEZ","RURAL","SI","ELEMENTAL","K - 6","K - 6","198",,,,,,"33","32","33","35","32","33",,,,,,,,,,,"76.77","6.06","17.17","12.12","64.65","76.77","3.03","20.20","14.14","62.63","57.58","11.11","31.31","24.24","33.33","81.18"
"318","40626","ESPINO","MAYAGUEZ","AGUADILLA","ANASCO","CARR.109 KM.5 HM.0 BO ESPINO","ANASCO","PR","00610-0000","(18.27477, -67.12477)","826-5915","826-3380","AXEL M. SOTO DIAZ","RURAL","SI","ELEMENTAL","K - 6","K - 5, EEE","266",,,"12",,,"36","37","39","46","43","53",,,,,,,,,,,"43.83","9.26","46.91","30.25","13.58","36.42","16.05","47.53","26.54","9.88","33.54","23.60","42.86","21.74","11.80","84.45"
"320","47084","ESTEBAN ROSADO BAEZ","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","CARR. 341 BO. MANI","MAYAGUEZ","PR","00681-0000","(18.23021, -67.17206)","831-6199","265-6905","ILEANA RUIZ","RURAL","SI","INTERMEDIO","9-Jul","K - 8","428",,,,,,"39","40","31","29","31","38","35",,"93","92",,,,,,,"41.41","7.81","50.78","20.31","21.09","25","8.59","66.41","13.28","11.72","42.19","23.44","34.38","32.81","9.38","87.83"
"321","46664","ESTER FELICIANO MENDOZA","MAYAGUEZ","AGUADILLA","AGUADILLA","CALLE E BASE RAMEY","AGUADILLA","PR","00604-0000","(18.50035, -67.14558)","890-2418","(787) 890-4510","NEFTALI RODRIGUEZ MEDINA","RURAL","SI","INTERMEDIO","9-Jul","9-Jul","376",,,,,,,,,,,,"110",,"150","113",,"3",,,,,"29.76","19.84","50.40","20.24","9.52","1.18","28.74","70.08","1.18","0","37.75","33.73","28.51","24.90","12.85","80.16"
"323","31617","EUGENIO BRAC","HUMACAO","FAJARDO","NAGUABO","2 CALLE ANTONIO RIOS","NAGUABO","PR","7180000","(18.20984, -65.73354)","874-3295","874-3295","CHRISTINE M. RIOS MELENDEZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","334",,,,,,"35","50","46","52","64","58",,"29",,,,,,,,,"40.11","24.60","35.29","20.86","19.25","45.99","10.16","43.85","24.60","21.39","30.48","23.53","45.99","21.39","9.09","91.72"
"324","57281","EUGENIO GUERRA CRUZ","CAGUAS","GUAYAMA","SALINAS","CARR 712 KM 3 HM 0 BO QUEBRADA YEGUA","SALINAS","PR","7510000","(18.03119, -66.23112)","824-1534","824-0904","ARLENE ALVARADO SUAREZ","RURAL","SI","SECUNDARIO","12-Jul","12-Jul","315",,,,,,,,,,,,,,"34","33","51",,"64","77","56",,"52.82","3.52","43.66","34.51","18.31","2.11","19.01","78.87","1.41","0.70","45.39","16.31","38.30","29.79","15.60","44.69"
"325","56440","EUGENIO LE COMPTE BENITEZ","PONCE","PONCE","PONCE III","CARR 132 VILLA FINAL 1150","PONCE","PR","00732-7091","(18.01455, -66.64664)","844-4554","844-4552","JUDY R SANTIAGO VEGA","URBANA","SI","INTERMEDIO","7 - 9 , EEI","6 - 8, EEI","487",,,,,,,,,,,,"171",,"149","116",,"51",,,,,"27.39","28.42","44.19","16.28","11.11","15.76","36.43","47.80","3.10","12.66","27.98","37.82","34.20","18.39","9.59","88.47"
"326","10272","EUGENIO MARIA DE HOSTOS","ARECIBO","ARECIBO","ARECIBO I","CARR 682 KM 7 HM 5 BO GARROCHALES","ARECIBO","PR","00613-0000","(18.45702, -66.60817)","881-3540","816-1092","HERMINIO FLORES ONOFRE","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","273",,,,,,"16","14","25","32","30","30","27",,"50","49",,,,,,,"51.18","7.58","41.23","26.54","24.64","23.70","17.06","59.24","12.32","11.37","47.87","19.43","32.70","33.65","14.22","82.16"
"327","11403","EUGENIO MARIA DE HOSTOS","ARECIBO","ARECIBO","HATILLO","CARR 2 KM 84 HM 5 CALLE B BO CARRIZALES","HATILLO","PR","00659-0000","(18.45603, -66.80989)","898-1586","898-1586","OFELIA CANDELARIA","RURAL","SI","ELEMENTAL","K - 6","K - 5","283",,,,,,"33","47","46","46","55","46",,"10",,,,,,,,,"49.02","4.58","46.41","26.14","22.88","44.44","7.84","47.71","30.07","14.38","36.18","21.05","42.76","22.37","13.82","91.42"
"330","47977","EUGENIO MARIA DE HOSTOS (INTERMEDIA)","MAYAGUEZ","MAYAGUEZ","LAS MARIAS","AVE MATIAS BRUGMAN","LAS MARIAS","PR","6702104","(18.24659, -66.99741)","827-2100","827-2100","ALBERTO RIVERA NIEVES","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","187",,,,,,,,,,,,"50",,"59","57",,"21",,,,,"42.33","14.72","42.94","25.77","16.56","14.20","21.60","64.20","9.26","4.94","24.07","30.25","45.68","16.67","7.41","82.78"
"331","48298","EUGENIO MARIA DE HOSTOS (SUPERIOR)","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","CALLE NANADICH ESQ VAZQUEZ",,,,"(18.19839, -67.14438)",,,"ELSIE MORALES SANCHEZ","URBANA","SI","SUPERIOR","12-Oct","12-Oct","974",,,,,,,,,,,,,,,,"160",,"273","308","233",,"56.89","5.30","37.81","29.33","27.56","10.84","21.33","67.83","5.59","5.24","44.01","16.90","39.08","19.01","25","78.82"
"332","46219","EVA Y PATRIA CUSTODIO","MAYAGUEZ","MAYAGUEZ","LAS MARIAS","CARR.120 KM.0 HM.6 BO. MARAVILLA SUR","LAS MARIAS","PR","00670-2016","(18.24694, -66.98916)","827-4115","827-4115","RICHARD RODRIGUEZ HERNANDEZ","URBANA","SI","SUPERIOR","12-Oct","12-Oct","289",,,,,,,,,,,,,,,,"89",,"82","68","50",,"55.93","13.56","30.51","30.51","25.42","18.64","20.34","61.02","11.86","6.78","38.98","15.25","45.76","18.64","20.34","78.65"
"333","12138","EVARISTO CAMACHO","ARECIBO","MANATI","MANATI","CARR 643 KM 2 HM 1 BO PUGNADO","MANATI","PR","00674-0000","(18.38165, -66.46826)","854-6315","854-6315","MARITZA SERRANO CASANAS","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","149",,,,,,"11","23","25","29","17","21","23",,,,,,,,,,"59.77","4.60","35.63","17.24","42.53","70.11","4.60","25.29","36.78","33.33","50","3.49","46.51","39.53","10.47","81.25"
"334","61556","EVARISTO RIVERA CHEVREMONT","SAN JUAN","SAN JUAN II","SAN JUAN V","CALLE 58 ESQ 17 RES VISTA HERMOSA","SAN JUAN","PR","00920-0000","(18.39201, -66.08751)","792-0255","783-2052","RAMON ALBERTO ORTIZ DE JESUS","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","365",,,,,,"33","58","45","34","39","41","34","22","38","21",,,,,,,"32.74","17.04","50.22","18.83","13.90","36.77","16.59","46.64","22.42","14.35","33.33","18.92","47.75","25.23","8.11","95.75"
"336","17780","FACTOR 5","ARECIBO","ARECIBO","ARECIBO I","1 SECC ANIMAS BO FACTOR","ARECIBO","PR","6520000","(18.4445, -66.63999)","881-3090","881-3090","VACANTE","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","413",,,,,,"69","68","77","68","60","61",,"10",,,,,,,,,"62.60","5.12","32.28","36.22","26.38","62.99","1.97","35.04","37.40","25.59","60.24","2.76","37.01","42.13","18.11","63.61"
"337","69021","FAIR VIEW","SAN JUAN","GUAYNABO","TRUJILLO ALTO","CALLE 7 ESQ 18 URB FAIR VIEW","TRUJILLO ALTO","PR","00987-0000","(18.36276, -66.03383)","761-3280","761-3280","BRENDA RUIZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","376",,,,,"1","55","58","68","68","53","51",,"22",,,,,,,,,"62.96","5.29","31.75","25.40","37.57","61.70","5.85","32.45","27.13","34.57","46.56","11.11","42.33","30.16","16.40","81.10"
"339","63032","FEDERICO ASENJO (PRE-TECNICA)","SAN JUAN","SAN JUAN II","SAN JUAN IV","AVE BORINQUEN 32015 BO OBRERO","SAN JUAN","PR","00915-0000","(18.43822, -66.05556)","268-0770","268-0780","VICTOR A. VILLAMIL HERRANS","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","324",,,,,,,,,,,,"102",,"116","106",,,,,,,"47.66","9.97","42.37","29.28","18.38","4.67","27.73","67.60","4.05","0.62","28.66","31.46","39.88","20.25","8.41","84.57"
"340","20552","FEDERICO DEGETAU","CAGUAS","BARRANQUITAS","BARRANQUITAS","CARR 156 KM 11 HM 4 BO PALO HINCADO","BARRANQUITAS","PR","00794-1999","(18.18951, -66.34152)","857-0646","857-2370","MARIA CRISTINA ROSARIO","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","448",,,,,,"31","35","32","43","43","45","66","1","79","73",,,,,,,"47.98","13.29","38.73","27.17","20.81","25.14","10.40","64.45","16.47","8.67","42.77","14.45","42.77","31.21","11.56","75"
"341","27599","FEDERICO DEGETAU II","CAGUAS","BARRANQUITAS","AIBONITO","CALLE SAN JOSE ESQ. IGNACIO LOPEZ","AIBONITO","PR","00705-0000","(18.13952, -66.26427)","735-7628","735-7628","LUIS MELENDEZ","URBANA","SI","ELEMENTAL","PK - 6 , EEE","K - 6, EEE","296",,,"16",,,"42","45","40","39","41","31",,"21",,,,"4",,,,"17","44.17","9.17","46.67","23.33","20.83","55.83","3.33","40.83","25.83","30","49.58","13.45","36.97","36.13","13.45","77.90"
"344","51631","FELIPE COLON DIAZ","PONCE","SANTA ISABEL","JUANA DIAZ","CALLE MARIANO ABRIL","JUANA DIAZ","PR","00795-0000","(18.05091, -66.50742)","837-2365","837-5565","JUDITH LEON SANTIAGO","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","516",,,,,,,,,,,,,,"151","139","161","65",,,,,"41.14","14.72","44.15","22.74","18.39","7.33","27.33","65.33","5.67","1.67","40.47","28.76","30.77","20.74","19.73","76.79"
