"caso","tr_mite","fecha_de_radicaci_n","a_o_de_radicaci_n","mes_de_radicaci_n","catastro","municipio","direcci_n","regi_n","status","adjudicado_o_pendiente","fecha_de_adjudicaci_n","siglas","x","y","radicado_por_pa","nombre_del_proyecto","publico_o_privado","rural_o_urbano","due_o_del_proyecto","costo_estimado","location_1","lat","lon"
"2015-311677-PCO-35110","Permiso Construccion Cert.","2015-01-26T15:27:00.000","2015","2015.01","054-001-004-02","Arecibo","Carr. 2, 63.4, Bo. Sabana Hoyos, Sabana Hoyos, Arecibo","Arecibo","Pre-aprobado","Adjudicado","2015-01-28T00:00:00.000","PCO-CERT","180313.95229071","266548.95718341001","No","Reconstrucción Gasolinera Ballajá Service Station","Privado","Rural","WALTER  GARCIA ","168585","(18.4345054626464, -66.6196823120117)","18.434505462646399","-66.619682312011705"
"2014-303371-PCO-35109","Permiso Construccion Cert.","2015-01-26T15:17:00.000","2015","2015.01","473-092-018-57","Culebra","Calle 1, Bloque A-1 # 4, Comunidad La Romana, Flamenco, Culebra","Central","Cancelado","Adjudicado","2016-02-10T00:00:00.000","PCO-CERT","319847.44913393899","253375.38621301","No","Res. Luis Sanes","Privado","Urbano","ANGEL SANES ","14936","(18.3122253417968, -65.2996597290039)","18.3122253417968","-65.299659729003906"
"2014-246850-PCO-35089","Permiso Construccion Cert.","2015-01-25T12:40:00.000","2015","2015.01","228-053-289-08","Las Piedras","Calle 1, Parcela 90, Comunidad Pueblito Del Rio Ii, El Río, Las Piedras","Humacao","Expedido","Adjudicado","2015-10-05T00:00:00.000","PCO-CERT","260714.41659412","244009.43455654001","No","Remodelacion y Ampliacion Iglesia Adventista","Privado","Rural","ISMAEL DÍAZ ARZOLA","112310","(18.2300968170166, -65.8592910766601)","18.230096817016602","-65.859291076660099"
"2015-312239-PCO-35069","Permiso Construccion Cert.","2015-01-21T14:42:00.000","2015","2015.01","154-088-035-01","Añasco","Calle Victoria, Esquina Daguey, Placita, Barrio Pueblo, Añasco","Aguadilla","Cancelado","Adjudicado","2016-01-24T00:00:00.000","PCO-CERT","125334.2103391","249871.117613209","No","Plaza del Soldado","Público","Urbano","JORGE ESTEVES ","300000","(18.282615661621, -67.1394958496093)","18.282615661621001","-67.139495849609304"
"2014-276110-PCO-35031","Permiso Construccion Cert.","2015-01-21T09:14:00.000","2015","2015.01","377-087-002-27","Yabucoa","0 Pr 901, 5.4, Sector El Negro, Camino Nuevo, Yabucoa","Humacao","Cancelado","Adjudicado","2015-02-26T00:00:00.000","PCO-CERT","263543.80802289001","222383.833134249","No","Exotic Paradise Guest House","Privado","Rural","JUAN MARTINEZ ","30000","(18.0346317291259, -65.8332061767578)","18.034631729125898","-65.833206176757798"
"2013-189883-PCO-35030","Permiso Construccion Cert.","2015-01-21T09:10:00.000","2015","2015.01","150-056-097-04","Fajardo","Calle Progreso, Esq Calle Muñoz Rivera, Pueblo, Barrio Pueblo, Fajardo","Central","Expedido","Adjudicado","2015-02-03T00:00:00.000","PCO-CERT","282546.93022907001","254432.93069507001","No","Centro de Gobierno de Fajardo","Público","Urbano","ENRIQUE SANTIAGO ","360111.88","(18.3235416412353, -65.6524505615234)","18.323541641235298","-65.652450561523395"
"2015-312056-PCO-35029","Permiso Construccion Cert.","2015-01-21T08:37:00.000","2015","2015.01","368-024-379-13","Coamo","Carretera 14, Solar #14, Los Llanos, Los Llanos, Coamo","Ponce","Cancelado","Adjudicado","2016-01-23T00:00:00.000","PCO-CERT","202075.59321669","224410.70564122","No","Permiso de construccion para residencia","Privado","Rural","ERIC COSTALES ","80000","(18.0538825988769, -66.4137268066406)","18.0538825988769","-66.413726806640597"
"2014-302579-PCO-35009","Permiso Construccion Cert.","2015-01-20T22:26:00.000","2015","2015.01","056-005-136-13","Manatí","Pr2, 253, Torre Medica 2 Dr Pedro Blanco, Coto Norte, Manatí","Arecibo","Expedido","Adjudicado","2015-03-13T00:00:00.000","PCO-CERT","195837.25968575","266554.602702289","No","AA Mental Health Services Office","Privado","Urbano","EDUARDO COLON ","88000","(18.434642791748, -66.4727401733398)","18.434642791748001","-66.472740173339801"
"2015-311577-PCO-34992","Permiso Construccion Cert.","2015-01-20T15:36:00.000","2015","2015.01","360-078-420-07","Yauco","Carr. Pr-368, Solar #2, Sector Cacique, Susúa Alta, Yauco","Ponce","Cancelado","Adjudicado","2015-02-22T00:00:00.000","PCO-CERT","151774.71204817001","222556.80158385","No","RESIDENCIA VENICIO SAEZ","Privado","Rural","VENICIO SAEZ RUIZ","36570.9","(18.0365924835205, -66.8887939453125)","18.036592483520501","-66.8887939453125"
"2014-304420-PCO-34990","Permiso Construccion Cert.","2015-01-20T14:37:00.000","2015","2015.01","039-063-118-02","Toa Baja","Calle Ambar, J2705, Levitown Lakes, Sabana Seca, Toa Baja","Central","Cancelado","Adjudicado","2016-01-22T00:00:00.000","PCO-CERT","227401.673920959","267831.54008001002","No","Levitown Apartments","Privado","Urbano","JEZABEL RICARVETT  RODRIGUEZ","105000","(18.4460086822509, -66.1739349365234)","18.446008682250898","-66.173934936523395"
"2015-310696-PCO-34989","Permiso Construccion Cert.","2015-01-20T14:01:00.000","2015","2015.01","003-062-328-33","Isabela","Calle Galeta, #470, Bo. Bejucos, Bejucos, Isabela","Aguadilla","Expedido","Adjudicado","2015-02-23T00:00:00.000","PCO-CERT","134413.90952597","274864.97102369001","No","Construcción de Edificio Accesorio, Isabela","Privado","Rural","MELANIE DEWIT ","53799.5","(18.5087223052978, -67.0544281005859)","18.508722305297798","-67.054428100585895"
"2012-074640-PCO-34969","Permiso Construccion Cert.","2015-01-20T13:42:00.000","2015","2015.01","150-055-085-39","Fajardo","Calle Rebollo, Esq Calle Victor Rios, Pueblo Oeste, Barrio Pueblo, Fajardo","Central","Expedido","Adjudicado","2015-02-12T00:00:00.000","PCO-CERT","282006.67935358","254456.10297035001","No","Head Start El Castillo","Público","Urbano","ENRIQUE SANTIAGO ","24664.41","(18.3237724304199, -65.6575546264648)","18.323772430419901","-65.657554626464801"
"2014-306327-PCO-34949","Permiso Construccion Cert.","2015-01-20T13:27:00.000","2015","2015.01","051-013-014-88","Hatillo","Calle Pr-130, Km. 7.0, Barriada Colon, Naranjito, Hatillo","Arecibo","Cancelado","Adjudicado","2015-02-22T00:00:00.000","PCO-CERT","161795.169665789","266258.92050327","No","Centro de Cuidado Infantil Municipio de Hatillo","Público","Rural","JOSÉ RODRÍGUEZ CRUZ","44102","(18.4316349029541, -66.7949676513671)","18.431634902954102","-66.794967651367102"
"2015-313236-PCO-34929","Permiso Construccion Cert.","2015-01-20T13:10:00.000","2015","2015.01","377-083-226-24","Yabucoa","Carr. # 901, Km. 3.1(Int.), Abreu Baez, Camino Nuevo, Yabucoa","Humacao","Expedido","Adjudicado","2015-03-16T00:00:00.000","PCO-CERT","260799.718017829","222412.49714851001","No","Construccion vivienda de Celedonio Baez Abreu","Privado","Rural","CELEDONIO BAEZ ABREU","52253.8","(18.0349693298339, -65.8591232299804)","18.034969329833899","-65.859123229980398"
"2014-283055-PCO-34889","Permiso Construccion Cert.","2015-01-20T10:33:00.000","2015","2015.01","366-060-109-09","Juana Díaz","Carretera Pr 584, Solar T-1532, Sector Amuelas, Amuelas, Juana Díaz","Ponce","Expedido","Adjudicado","2015-01-30T00:00:00.000","PCO-CERT","192441.89055757","223275.77667706","No","OFICINA MEDICA DR. JORGE GRILLASCA","Privado","Rural","AXEL BONILLA CORTES","132000","(18.0436172485351, -66.5047149658203)","18.043617248535099","-66.504714965820298"
"2015-312816-PCO-34873","Permiso Construccion Cert.","2015-01-20T08:54:00.000","2015","2015.01","328-000-010-20","Yabucoa","Pr-905, Km 1.9 Interior, Sec. La Casa, Limones, Yabucoa","Humacao","Pre-aprobado","Adjudicado",,"PCO-CERT","258758.91556348","228724.25794072001","Si","Mejoras Sistema Acueductos Sector Las Casas","Público","Rural"," RAFAEL SURILLO RUIZ","695893.75","(18.0920524597167, -65.8782119750976)","18.092052459716701","-65.878211975097599"
"2015-312318-PCO-34870","Permiso Construccion Cert.","2015-01-20T08:46:00.000","2015","2015.01","415-096-143-01","Santa Isabel","Calle Hostos , # 51, Urb. Jardines De Santa Isabel, Barrio Pueblo, Santa Isabel","Ponce","Expedido","Adjudicado","2015-01-29T00:00:00.000","PCO-CERT","203078.809998379","215035.99378803","No","IGLESIA BUTISTA LOGOS, INC.","Privado","Rural","IGLESIA BAUTISTA LOGOS, INC. ","20000","(17.969181060791, -66.4042663574218)","17.969181060791001","-66.404266357421804"
"2015-313376-PCO-34869","Permiso Construccion Cert.","2015-01-20T08:26:00.000","2015","2015.01","385-021-099-15","Yauco","Pr0121 Interior, Lot #12, Sec. Cuatro Calles, Susúa Baja, Yauco","Ponce","Expedido","Adjudicado","2015-04-09T00:00:00.000","PCO-CERT","153384.780168909","220956.49282836","Si","Residencia Barbara Rivera Ortiz","Privado","Rural","BARBARA RIVERA ORTIZ","86000","(18.0221691131591, -66.873550415039)","18.022169113159102","-66.873550415039006"
"2015-311517-PCO-34790","Permiso Construccion Cert.","2015-01-18T15:02:00.000","2015","2015.01","173-049-939-29","Trujillo Alto","Cam.Leocadio Santana, Solar  6, Sabana, Quebrada Grande, Trujillo Alto","Central","Cancelado","Adjudicado","2016-01-23T00:00:00.000","PCO-CERT","251602.93077490001","251310.86364467","No","CASA NYDIA CORREA PERMISO CONSTRUCCION","Privado","Rural","NYDIA CORREA ","40000","(18.29630333, -65.94525157)","18.296303330000001","-65.945251569999996"
"2014-299015-PCO-34789","Permiso Construccion Cert.","2015-01-18T14:30:00.000","2015","2015.01","279-047-411-54","Las Piedras","Calle Bauhinia, R-4, Urb. San Cristobal 1, Montones, Las Piedras","Humacao","Expedido","Adjudicado","2015-05-05T00:00:00.000","PCO-CERT","256620.76423219001","237651.21709675001","No","Ampliacion de residencia","Privado","Urbano","CINDIA RIVERA CRUZ","13564.75","(18.1727638244628, -65.8981704711914)","18.172763824462798","-65.898170471191406"
"2015-313237-PCO-34769","Permiso Construccion","2015-01-17T18:09:00.000","2015","2015.01","339-000-001-32","Peñuelas","Carr Pr 386, Parcela 7, ----, Barreal, Peñuelas","Ponce","Expedido","Adjudicado","2015-05-05T00:00:00.000","PCO-CONV","166474.678464069","228240.03383341001","No","Construccion vivienda Carmen Quinonez","Privado","Rural","CARMEN QUIÑONEZ RAMOS","5800","(18.0882205963134, -66.7500534057617)","18.088220596313398","-66.750053405761705"
"2014-307257-PCO-34750","Permiso Construccion Cert.","2015-01-17T13:15:00.000","2015","2015.01","334-046-144-06","San Germán","Carr. Pr-102, 33.2, Retiro, Retiro, San Germán","Aguadilla","Cancelado","Adjudicado","2016-02-28T00:00:00.000","PCO-CERT","137135.419199689","227094.91255377","No","Puma - 651","Privado","Urbano","CARLOS FIGUEROA ","190000","(18.0772151947021, -67.0271911621093)","18.077215194702099","-67.027191162109304"
"2015-311857-PCO-34749","Permiso Construccion Cert.","2015-01-17T12:08:00.000","2015","2015.01","278-000-003-40","San Lorenzo","Carr. Pr-181, Km. 2.2, Interior, Sector Los Morales, Quemados, San Lorenzo","Humacao","Expedido","Adjudicado","2015-01-28T00:00:00.000","PCO-CERT","248863.32983947001","238447.415855239","No","CONSTRUCCION DE RESIDENCIA EN 1ra. PLANTA","Privado","Rural","KARYMAR GONZALEZ RODRIGUEZ","42560","(18.1801490783691, -65.9714736938476)","18.180149078369102","-65.971473693847599"
"2012-027614-PCO-34729","Permiso Construccion Cert.","2015-01-17T09:48:00.000","2015","2015.01","390-075-006-19","Juana Díaz","Estatal, Pr 510, Sector Las Palomas, Sabana Llana, Juana Díaz","Ponce","Cancelado","Adjudicado","2016-01-23T00:00:00.000","PCO-CERT","189429.069529389","219113.27914612001","No","CONSTRUCCION DE EDIFICIO DE OFICINAS","Privado","Rural","VALENTIN RODRIGUEZ SANTIAGO","69637.00","(18.0059967041015, -66.5331497192382)","18.005996704101499","-66.533149719238196"
"2015-312536-PCO-34709","Permiso Construccion Cert.","2015-01-16T10:57:00.000","2015","2015.01","040-028-001-24","San Juan","Avenida Ashford, 1055, Condado, Santurce, San Juan","Central","Validación","Pendiente",,"PCO-CERT","237729.55293665","269263.31771027","No","Vanderbilt Hotel - East Tower","Privado","Urbano","JOSEPH COBB ",,"(18.4587879180908, -66.0761413574218)","18.458787918090799","-66.076141357421804"
"2015-312778-PCO-34669","Permiso Construccion Cert.","2015-01-16T09:41:00.000","2015","2015.01","162-000-007-61","Utuado","Pr 611, Km 5.9, Sabana Grande, Sabana Grande, Utuado","Arecibo","Expedido","Adjudicado","2015-03-12T00:00:00.000","PCO-CERT","174794.07653423","250085.80928441","No","Vivienda- Francisco Quiñones","Privado","Rural","FRANCISCO QUIÑONES ","90000","(18.2857074737548, -66.6717300415039)","18.285707473754801","-66.671730041503906"
"2014-296739-PCO-34570","Permiso Construccion Cert.","2015-01-15T13:20:00.000","2015","2015.01","400-076-046-01","Maunabo","Pr-901, 0.0, Urb San Pedro, Emajagua, Maunabo","Humacao","Cancelado","Adjudicado","2016-01-21T00:00:00.000","PCO-CERT","256366.86269427001","219091.434278459","No","CANCHA TECHADA Y GAZEBO EN ESC  ELEMENTAL URBANA","Público","Urbano","SANTOS MELENDEZ CORDERO","0","(18.005084991455, -65.9010772705078)","18.005084991455","-65.901077270507798"
"2015-311936-PCO-34569","Permiso Construccion Cert.","2015-01-15T13:17:00.000","2015","2015.01","040-028-001-24","San Juan","Avenida Ashford, 1055, Condado, Santurce, San Juan","Central","Expedido","Adjudicado","2015-01-28T00:00:00.000","PCO-CERT","237729.55293665","269263.31771027","No","Vanderbilt Hotel - West Tower","Privado","Urbano","JOSEPH COBB ","1504307","(18.4587879180908, -66.0761413574218)","18.458787918090799","-66.076141357421804"
"2015-311099-PCO-34549","Permiso Construccion Cert.","2015-01-15T13:10:00.000","2015","2015.01","216-054-318-04","Jayuya","Pr 141 Ramal Km 0.0, 0.0 Interior, Sector Santa Barbara, Jayuya Abajo, Jayuya","Ponce","Expedido","Adjudicado","2015-02-12T00:00:00.000","PCO-CERT","182295.850757429","243921.721650369","No","Vvivienda Unifamiliar- Reynaldo Soto","Privado","Rural","REYNALDO SOTO ","45000","(18.2300910949707, -66.6007232666015)","18.2300910949707","-66.600723266601506"
"2014-306941-PCO-34529","Permiso Construccion Cert.","2015-01-15T12:50:00.000","2015","2015.01","116-021-188-08","Trujillo Alto","Carretera 8860, Km. 0.6, Bo. Las Cuevas, St. Just, Trujillo Alto","Central","Pre-aprobado","Adjudicado","2015-01-15T00:00:00.000","PCO-CERT","246204.119532379","258911.320601079","No","Estación de Gasolina Trujillo Alto #906","Privado","Urbano","IBRAHIM  SAMMY ODEH","12500","(18.3650951385498, -65.9961471557617)","18.365095138549801","-65.996147155761705"
"2014-307847-PCO-34509","Permiso Construccion Cert.","2015-01-15T12:39:00.000","2015","2015.01","032-027-003-17","Arecibo","Carretera #682, 4.5, Barrio Garrochales, Garrochales, Arecibo","Arecibo","Cancelado","Adjudicado","2016-01-23T00:00:00.000","PCO-CERT","184344.211692499","269189.43007871899","No","Christina L. Maldonado Ocasio","Privado","Rural","CHRISTINA MALDONADO OCASIO","75000","(18.4583950042724, -66.5815505981445)","18.458395004272401","-66.581550598144503"
"2014-301211-PCO-34489","Permiso Construccion Cert.","2015-01-15T09:55:00.000","2015","2015.01","120-070-008-04","Luquillo","Carr. Estatal # 940, N/A, Bo. Juan Martín, Juan Martín, Luquillo","Central","Expedido","Adjudicado","2015-01-28T00:00:00.000","PCO-CERT","278848.99149942899","257500.12955935","No","Techado y Mejoras Cancha de Baloncesto Bo.Juan M ","Alianza Público Privada","Urbano","OSVALDO  LABOY ","33000","(18.3513927459716, -65.6873092651367)","18.351392745971602","-65.687309265136705"
"2015-312156-PCO-34469","Permiso Construccion Cert.","2015-01-15T09:23:00.000","2015","2015.01","096-008-023-48","Aguada","Carr. Pr-411, Km. 2.1 Int., Guayabo, Guayabo, Aguada","Aguadilla","Cancelado","Adjudicado","2016-01-17T00:00:00.000","PCO-CERT","118802.35731402","259694.676991029","No","Residencia Sra. Lismariel Diaz Vera","Privado","Rural","LISMARIEL DIAZ VERA","92000","(18.3711318969726, -67.2016677856445)","18.371131896972599","-67.201667785644503"
"2015-309995-PCO-34452","Permiso Construccion Cert.","2015-01-15T08:43:00.000","2015","2015.01","159-053-149-15","Lares","Carr. Pr-111 Int., Km. 24.4, Sector Pueblo, Lares, Lares","Arecibo","Expedido","Adjudicado","2015-03-16T00:00:00.000","PCO-CERT","154857.46952756","250893.594323809","No","Construcción de Residencia Sr. Ismael Pérez","Privado","Rural","ISMAEL PÉREZ ","68350","(18.2926788330078, -66.8602981567382)","18.292678833007798","-66.860298156738196"
"2015-311636-PCO-34451","Permiso Construccion Cert.","2015-01-15T07:25:00.000","2015","2015.01","207-086-975-11","Mayagüez","1001&1002 Carr 102, 0.1, Condominio El Castillo, Algarrobos, Mayagüez","Aguadilla","Expedido","Adjudicado","2015-01-29T00:00:00.000","PCO-CERT","123602.9139695","243085.56208978","No","Remodelacion Apts 1001&1002 Cond El Castillo","Privado","Urbano","MERBIL GONZALEZ ","70730","(18.2212486267089, -67.1556167602539)","18.221248626708899","-67.155616760253906"
"2014-297435-PCO-34450","Permiso Construccion Cert.","2015-01-15T05:07:00.000","2015","2015.01","394-069-082-25","Salinas","7 Caretera # 1, 0, Coco Nuevo, Lapa, Salinas","Humacao","Cancelado","Adjudicado","2015-02-16T00:00:00.000","PCO-CERT","218372.98521660001","219478.64247977","No","Sra.Vilma R.Padilla Rivera","Privado","Urbano","VILMA PADILLA RIVERA","9910","(18.0092449188232, -66.2598419189453)","18.0092449188232","-66.259841918945298"
"2012-060262-PCO-34449","Permiso Construccion Cert.","2015-01-15T01:56:00.000","2015","2015.01","115-036-097-26","Trujillo Alto","Pr-846 Y Pr-845, 0.1, Leprocomio, Cuevas, Trujillo Alto","Central","Pre-aprobado","Adjudicado",,"PCO-CERT","242899.62278136","258433.853066079","Si","Proyecto Aires de Manantial","Privado","Rural","NILDA  DIAZ ","0","(18.3608493804931, -66.0274200439453)","18.3608493804931","-66.027420043945298"
"2014-307472-PCO-34390","Permiso Construccion Cert.","2015-01-14T11:46:00.000","2015","2015.01","226-000-005-93","Gurabo","Carr 993, 0.4, Bo. Mamey, Mamey, Gurabo","Humacao","Pre-aprobado","Adjudicado",,"PCO-CERT","251134.98793099","245742.32251611","Si","Janssen Ortho LLC","Privado","Rural","JULIO VERDEJA ","192062.5","(18.2460041046142, -65.9498138427734)","18.246004104614201","-65.949813842773395"
"2013-212363-PCO-34369","Permiso Construccion Cert.","2015-01-14T10:41:00.000","2015","2015.01","096-093-142-03","Rincón","Carr. 412, Km. 0.8 Int., Sector Corea, Pueblo, Rincón","Aguadilla","Expedido","Adjudicado","2015-02-09T00:00:00.000","PCO-CERT","115216.70510953901","256597.35366493001","No","Residencia de la Sra. Elena Caro Bonilla","Privado","Rural","ELENA CARO ","10000","(18.3430099487304, -67.2354660034179)","18.343009948730401","-67.235466003417898"
