"calendario","genero","institucion_de_procedencia","campus","program","gpa","igs","location_1"
"Calendario Académico 13-14","Masculino","0001080-E/S NATIVIDAD RODRIGUEZ GONZALEZ","PONCE","850507 - Bachillerato en Ciencias en Ingeniería de Computadoras-Traslado Articulado RUM","4.00","342","
ARROYO, PR 
(18.040500006000457, -66.05747668999965)"
"Calendario Académico 13-14","Femenino","0001170-E/S MIGUEL MELENDEZ MUNOZ","CAROLINA","830318 - Bachillerato en Sistemas de Oficina","3.64","257","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Femenino","0001031-E/S JUAN SUAREZ PELEGRINA","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.76","308","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0002947-ACADEMIA MARIA REINA","RIOPIEDRAS","200301 - Bachillerato Administración Empresas con concentración en Programa General","3.41","302","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001100-E/S VOCACIONAL PABLO COLON BERDECIA","BAYAMON","862013 - Grado Asociado en Tecnología de Instrumentación","3.94","314","
BARRANQUITAS, PR 
(18.249683322000465, -66.31458997599964)"
"Calendario Académico 13-14","Masculino","0002936-ACADEMIA CRISTO REY","PONCE","852403 - Grado Asociado en Terapia Física","3.47","294","
JUANA DIAZ, PR 
(18.153083341000467, -66.52771664599965)"
"Calendario Académico 13-14","Femenino","0002869-COLEGIO SAN JUAN APOSTOL Y EVANGELISTA","CAYEY","501202 - Bachillerato en Ciencias con concentración en Biología","4.00","327","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002814-AMERICAN SCHOOL","BAYAMON","860302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.89","327","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0001055-E/S BONIFACIO SANCHEZ JIMENEZ","CAYEY","500423 - Bachillerato en Artes en Educación Elemental con concentración en Ciencias Naturales","3.72","298","
AIBONITO, PR 
(18.180233340000427, -66.24227669099963)"
"Calendario Académico 13-14","Masculino","0002999-OTRAS ESC SUP PRIVADAS DE PR","RIOPIEDRAS","200915 - Bachillerato en Artes con concentración en Historia del Arte","3.17","286","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001142-E/S LUIS F CRESPO","ARECIBO","840302 - Bachillerato en Administración de Empresas concentración en Contabilidad","4.00","292","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Femenino","0001145-E/S MIGUEL F SANTIAGO ECHEGARAY","ARECIBO","842706 - Grado Asociado en Tecnología Veterinaria","3.24","280","
LARES, PR 
(18.368009988000438, -66.89100998399965)"
"Calendario Académico 13-14","Masculino","0001570-PONCE HIGH SCHOOL","PONCE","851202 - Bachillerato en Ciencias Naturales con concentración en Biología","3.47","303","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Femenino","0001730-E/S VOCACIONAL MANUEL MENDEZ LICIAGA","RUM","301209 - Bachillerato en Ciencias en Geología(2003)","4.00","325","
MOCA, PR 
(18.461009990000434, -67.05658999199966)"
"Calendario Académico 13-14","Femenino","0003856-COLEGIO ANGEL DAVID (AD COLLEGE)","RUM","300703 - Bachillerato en Ciencias en Enfermería(2005)","3.97","308","
MAYAGUEZ, PR 
(18.273449985000468, -67.15902331699965)"
"Calendario Académico 13-14","Masculino","0003856-COLEGIO ANGEL DAVID (AD COLLEGE)","BAYAMON","864002 - Bachillerato en Ciencias de Computadoras","3.97","337","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Masculino","0002936-ACADEMIA CRISTO REY","PONCE","850302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.74","286","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0002862-COLEGIO SAGRADA FAMILIA","PONCE","851202 - Bachillerato en Ciencias Naturales con concentración en Biología","3.43","295","
COROZAL, PR 
(18.36995332300046, -66.30563665299962)"
"Calendario Académico 13-14","Masculino","0001031-E/S JUAN SUAREZ PELEGRINA","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","4.00","332","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0001505-E/S MARCELINO RODRIGUEZ ROMAN","AGUADILLA","810444 - Bachillerato en Artes en Educación Elemental","3.87","296","
MOCA, PR 
(18.461009990000434, -67.05658999199966)"
"Calendario Académico 13-14","Femenino","0001591-E/S MANUEL RAMOS HERNANDEZ","ARECIBO","842015 - Grado Asociado en Tecnología en Ingeniería Química","3.90","276","
QUEBRADILLAS, PR 
(18.491656645000432, -66.94465997699962)"
"Calendario Académico 13-14","Femenino","0001031-E/S JUAN SUAREZ PELEGRINA","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.94","304","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0001620-ESCUELA SECUNDARIA DE LA UPR","RIOPIEDRAS","200302 - Bachillerato Administración Empresas con concentración en Contabilidad","3.77","326","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Femenino","0001341-E/S VOCACIONAL MANUEL MEDIAVILLA NEGRON","HUMACAO","600305 - Bachillerato en Administración de Empresas con concentración en Gerencia","3.57","266","
HUMACAO, PR 
(18.20652000600046, -65.79329334199963)"
"Calendario Académico 13-14","Masculino","0001061-ESCUELA REGIONAL BILINGUE RAMIREZ ARRELLANO","RUM","300502 - Bachillerato en Ciencias en Ingeniería Eléctrica(2003)","3.86","333","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Femenino","0001821-E/S URBANA NUEVA RAMON QUINONES MEDINA","HUMACAO","600703 - Bachillerato en Ciencias en Enfermería","4.00","308","
YABUCOA, PR 
(18.126146670000423, -65.90732001899966)"
"Calendario Académico 13-14","Masculino","0002992-ANTILLES MILITARY ACADEMY","RIOPIEDRAS","201204 - Bachillerato en Ciencias con concentración en Química","3.79","349","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002929-WESLEYAN ACADEMY","RUM","301220 - Bachillerato en Ciencias en Matemáticas en Ciencias de Computación(2003)","3.30","310","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001360-E/S JOSEFINA LEON ZAYAS","UTUADO","823006 - Grado Asociado en Artes en Ciencias Sociales","3.52","254","
JAYUYA, PR 
(18.300633312000457, -66.57163999599965)"
"Calendario Académico 13-14","Femenino","0002960-COLEGIO SAN ANTONIO","CAROLINA","831502 - Bachillerato en Tecnología de la Publicidad Comercial","3.32","263","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Masculino","0001600-E/S MANUEL GARCIA PEREZ","RUM","300703 - Bachillerato en Ciencias en Enfermería(2005)","4.00","313","
RINCON, PR 
(18.375823310000442, -67.23914331699962)"
"Calendario Académico 13-14","Femenino","0002890-COLEGIO SAN JOSE SUPERIOR","CAYEY","501201 - Bachillerato en Ciencias Naturales","3.86","343","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001170-E/S MIGUEL MELENDEZ MUNOZ","HUMACAO","600934 - Bachillerato Estudios Multidisciplinarios conc Cultura Turística-TA UPR Carolina","3.28","259","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0001703-ESCUELA ESPECIALIZADA RAFAEL CORDERO MOLINA","RIOPIEDRAS","200304 - Bachillerato Administración Empresas con concentración en Finanzas","3.73","296","
LUQUILLO, PR 
(18.38966999300044, -65.72114335599963)"
"Calendario Académico 13-14","Femenino","0002914-ACADEMIA DISCIPULOS DE CRISTO DE BAYAMON","CAROLINA","832016 - Grado Asociado en Diseño de Interiores","3.85","277","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0002832-COLEGIO BAUTISTA DE LEVITTOWN","BAYAMON","861204 - Bachillerato en Ciencias concentración en Química-Traslado Articulado UPR Cayey","3.86","323","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001095-E/S JUAN PONCE DE LEON","ARECIBO","844201 - Bachillerato en Tecnología en Comunicación Tele-radial","3.55","288","
SABANA HOYOS, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0002910-ACADEMIA SUPERIOR SANTO TOMAS DE AQUINO","ARECIBO","840311 - Bachillerato en Administración de Empresas con concentración en Mercadeo","3.48","267","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Masculino","0001055-E/S BONIFACIO SANCHEZ JIMENEZ","PONCE","852009 - Grado Asociado en Tecnología de la Ingeniería Civil en Construcción","3.26","256","
AIBONITO, PR 
(18.180233340000427, -66.24227669099963)"
"Calendario Académico 13-14","Masculino","0002874-ACADEMIA SAN ANTONIO DE GUAYAMA INC","RUM","301205 - Bachillerato en Ciencias Matemáticas(2003)","3.29","308","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Femenino","0001752-E/S ADELA ROLON FUENTES","BAYAMON","861226 - Bachillerato en Ciencias Naturales con concentración en Biología","3.93","321","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Masculino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","ARECIBO","841224 - Bachillerato en Ciencias concentración en Ciencias de Cómputos","3.62","279","
BARCELONETA, PR 
(18.49055331200043, -66.56318997999966)"
"Calendario Académico 13-14","Femenino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","UTUADO","820318 - Bachillerato en Sistemas de Oficina","3.26","238","
BAJADERO, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0002975-ACADEMIA SAN JORGE","CAROLINA","830926 - Bachillerato en Artes con concentración en Artes Gráficas","3.48","286","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002910-ACADEMIA SUPERIOR SANTO TOMAS DE AQUINO","RIOPIEDRAS","201504 - Bachillerato en Artes en Comunicación con concentración en Comunicación Audiovisual","3.93","325","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0001634-E/S BERWIND","CAROLINA","830304 - Bachillerato en Administración de Empresas con concentración en Finanzas","3.88","290","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Femenino","0001090-E/S FERNANDO SURIA CHAVES","ARECIBO","844201 - Bachillerato en Tecnología en Comunicación Tele-radial","3.61","294","
BARCELONETA, PR 
(18.49055331200043, -66.56318997999966)"
"Calendario Académico 13-14","Femenino","0002950-COLEGIO SAN CONRADO","PONCE","851619 - Bachillerato en Artes en Ciencias Sociales con concentración en Psicología Forense","4.00","343","
SANTA ISABEL, PR 
(18.042326681000475, -66.42630332199963)"
"Calendario Académico 13-14","Masculino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","ARECIBO","841224 - Bachillerato en Ciencias concentración en Ciencias de Cómputos","3.51","277","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Femenino","0002956-COMMONWEALTH - PARKVILLE SCHOOL","RUM","301605 - Bachillerato en Artes en Psicología(2003)","3.45","333","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Masculino","0002892-COLEGIO SAGRADOS CORAZONES","RIOPIEDRAS","200301 - Bachillerato Administración Empresas con concentración en Programa General","2.91","312","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002715-BELLA VISTA ADVENTIST ACADEMY","RUM","300302 - Bachillerato en Ciencias en Administración de Empresas en Contabilidad (2004)","3.56","303","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Masculino","0002827-COLEGIO BEATO CARLOS M RODRIGUEZ","BAYAMON","864102 - Bachillerato en Ciencias con concentración en Tecnología de Ingeniería Electrónica","3.30","277","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0002760-SAINT MARY'S SCHOOL","UTUADO","820302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","2.99","238","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002836-COLEGIO ADIANEZ","RIOPIEDRAS","201204 - Bachillerato en Ciencias con concentración en Química","3.74","334","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002869-COLEGIO SAN JUAN APOSTOL Y EVANGELISTA","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","4.00","337","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0001793-E/S JUAN QUIRINDONGO MORELL","ARECIBO","840318 - Bachillerato en Sistemas de Oficina","3.07","246","
VEGA BAJA, PR 
(18.49414997700046, -66.40055999699962)"
"Calendario Académico 13-14","Femenino","0002950-COLEGIO SAN CONRADO","PONCE","851231 - Bachillerato en Ciencias Naturales con concentración en Biomédica","3.86","333","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0001201-E/S VOCACIONAL RUTH E CRUZ","CAYEY","501613 - Bachillerato en Artes con concentración en Psicología y Salud Mental","4.00","329","
CIDRA, PR 
(18.22988666100042, -66.14623667799964)"
"Calendario Académico 13-14","Femenino","0001841-E/S LOAIZA CORDERO DEL ROSARIO","PONCE","850911 - Bachillerato en Artes concentración en Drama-Traslado Articulado RRP","3.91","335","
YAUCO, PR 
(18.17120334000043, -66.82725664399965)"
"Calendario Académico 13-14","Femenino","0001483-E/S DR PEDRO PEREA FAJARDO","RUM","300108 - Bachillerato en Ciencias Agrícolas en Industria Pecuaria (2003)","4.00","304","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Femenino","0001114-E/S VOCACIONAL TOMAS C ONGAY","RIOPIEDRAS","201506 - Bachillerato en Artes en Comunicación con concentración en Información y Periodismo","3.31","318","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","ARECIBO","842404 - Grado Asociado en Enfermería","3.89","285","
GARROCHALES, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0002892-COLEGIO SAGRADOS CORAZONES","RIOPIEDRAS","200302 - Bachillerato Administración Empresas con concentración en Contabilidad","4.00","347","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Femenino","0001142-E/S LUIS F CRESPO","RUM","300501 - Bachillerato en Ciencias en Ingeniería Civil","4.00","330","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Femenino","0001031-E/S JUAN SUAREZ PELEGRINA","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.88","310","
SAN ANTONIO, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Masculino","0002745-COLEGIO DISCIPULOS DE CRISTO DE HATO TEJAS","CAYEY","500409 - Bachillerato en Artes en Educación Secundaria con concentración en Educación Física","3.50","300","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0002970-COLEGIO SAN JOSE","RUM","301219 - Bachillerato en Ciencias en Microbiología Industrial(2003)","3.28","335","
SABANA GRANDE, PR 
(18.151246670000432, -66.92696999899965)"
"Calendario Académico 13-14","Masculino","0001132-E/S VOCACIONAL REPUBLICA DE COSTA RICA","CAROLINA","831621 - Bachillerato en Artes Ciencias Sociales en Justicia Criminal conc en Psicología Forense","3.62","288","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002829-INSTITUTO CUMBRES INC","CAROLINA","832006 - Grado Asociado en Tecnología Automotriz","3.70","231","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001321-E/S PADRE ANIBAL REYES BELEN","ARECIBO","840318 - Bachillerato en Sistemas de Oficina","3.00","247","
HATILLO, PR 
(18.493383312000446, -66.79609331999967)"
"Calendario Académico 13-14","Femenino","0001215-E/S JOSE FELIPE ZAYAS","PONCE","851619 - Bachillerato en Artes en Ciencias Sociales con concentración en Psicología Forense","3.70","299","
COAMO, PR 
(18.176566680000462, -66.44423666599965)"
"Calendario Académico 13-14","Masculino","0001110-E/S DR AGUSTIN STAHL","CAROLINA","830316 - Bachillerato en Administración de Hoteles y Restaurantes","3.53","277","
TOA BAJA, PR 
(18.47601332500045, -66.18318334199967)"
"Calendario Académico 13-14","Femenino","0002972-COLEGIO NTRA SRA DE LA PROVIDENCIA","BAYAMON","861225 - Bachillerato en Ciencias Naturales con concentración en Biología-Enfoque Humano","3.85","325","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001450-E/S FERNANDO CALLEJO","ARECIBO","840305 - Bachillerato en Administración de Empresas con concentración en Gerencia","3.58","265","
MANATI, PR 
(18.485849998000447, -66.43904664699966)"
"Calendario Académico 13-14","Femenino","0002711-ACADEMIA LA MILAGROSA","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","4.00","342","
CIDRA, PR 
(18.22988666100042, -66.14623667799964)"
"Calendario Académico 13-14","Masculino","0002818-COLEGIO LUTERANO RESURRECCION INC","CAROLINA","832012 - Grado Asociado en Ingeniería Mecánica con concentración en Mantenimiento Industrial","3.39","259","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
