"fips_state_code","state","industry_code_6_digit_naics_code","industry_description","data_suppression_flag","total_mid_march_employees_noise_flag_see_all_noise_flag_definitions_at_the_end_of_this_record_layout","total_mid_march_employees_with_noise","total_first_quarter_payroll_noise_flag","total_first_quarter_payroll_1_000_with_noise","total_annual_payroll_noise_flag","total_annual_payroll_1_000_with_noise","total_number_of_establishments","data_suppression_flag_1_4_employee_size_class","mid_march_employees_noise_flag_1_4_employee_size_class","mid_march_employees_with_noise_1_4_employee_size_class","first_quarter_payroll_noise_flag_1_4_employee_size_class","first_quarter_payroll_1000_with_noise_1_4_employee_size_class","annual_payroll_noise_flag_1_4_employee_size_class","annual_payroll_1000_with_noise_1_4_employee_size_class","number_of_establishments_1_4_employee_size_class","data_suppression_flag_5_9_employee_size_class","mid_march_employees_noise_flag_5_9_employee_size_class","mid_march_employees_with_noise_5_9_employee_size_class","first_quarter_payroll_noise_flag_5_9_employee_size_class","first_quarter_payroll_1000_with_noise_5_9_employee_size_class","annual_payroll_noise_flag_5_9_employee_size_class","annual_payroll_1000_with_noise_5_9_employee_size_class","number_of_establishments_5_9_employee_size_class","data_suppression_flag_10_19_employee_size_class","mid_march_employees_noise_flag_10_19_employee_size_class","mid_march_employees_with_noise_10_19_employee_size_class","first_quarter_payroll_noise_flag_10_19_employee_size_class","first_quarter_payroll_1000_with_noise_10_19_employee_size_class","annual_payroll_noise_flag_10_19_employee_size_class","annual_payroll_1000_with_noise_10_19_employee_size_class","number_of_establishments_10_19_employee_size_class","data_suppression_flag_20_49_employee_size_class","mid_march_employees_noise_flag_20_49_employee_size_class","mid_march_employees_with_noise_20_49_employee_size_class","first_quarter_payroll_noise_flag_20_49_employee_size_class","first_quarter_payroll_1000_with_noise_20_49_employee_size_class","annual_payroll_noise_flag_20_49_employee_size_class","annual_payroll_1000_with_noise_20_49_employee_size_class","number_of_establishments_20_49_employee_size_class","data_suppression_flag_50_99_employee_size_class","mid_march_employees_noise_flag_50_99_employee_size_class","mid_march_employees_with_noise_50_99_employee_size_class","first_quarter_payroll_noise_flag_50_99_employee_size_class","first_quarter_payroll_1000_with_noise_50_99_employee_size_class","annual_payroll_noise_flag_50_99_employee_size_class","annual_payroll_1000_with_noise_50_99_employee_size_class","number_of_establishments_50_99_employee_size_class","data_suppression_flag_100_249_employee_size_class","mid_march_employees_noise_flag_100_249_employee_size_class","mid_march_employees_with_noise_100_249_employee_size_class","first_quarter_payroll_noise_flag_100_249_employee_size_class","first_quarter_payroll_1000_with_noise_100_249_employee_size_class","annual_payroll_noise_flag_100_249_employee_size_class","annual_payroll_1000_with_noise_100_249_employee_size_class","number_of_establishments_100_249_employee_size_class","data_suppression_flag_250_499_employee_size_class","mid_march_employees_noise_flag_250_499_employee_size_class","mid_march_employees_with_noise_250_499_employee_size_class","first_quarter_payroll_noise_flag_250_499_employee_size_class","first_quarter_payroll_1000_with_noise_250_499_employee_size_class","annual_payroll_noise_flag_250_499_employee_size_class","annual_payroll_1000_with_noise_250_499_employee_size_class","number_of_establishments_250_499_employee_size_class","data_suppression_flag_500_999_employee_size_class","mid_march_employees_noise_flag_500_999_employee_size_class","mid_march_employees_with_noise_500_999_employee_size_class","first_quarter_payroll_noise_flag_500_999_employee_size_class","first_quarter_payroll_1000_with_noise_500_999_employee_size_class","annual_payroll_noise_flag_500_999_employee_size_class","annual_payroll_1000_with_noise_500_999_employee_size_class","number_of_establishments_500_999_employee_size_class","data_suppression_flag_1000_or_more_employee_size_class","mid_march_employees_noise_flag_1000_or_more_employee_size_class","mid_march_employees_with_noise_1000_or_more_employee_size_class","first_quarter_payroll_noise_flag_1000_or_more_employee_size_class","first_quarter_payroll_1000_with_noise_1000_or_more_employee_size_class","annual_payroll_noise_flag_1000_or_more_employee_size_class","annual_payroll_1000_with_noise_1000_or_more_employee_size_class","number_of_establishments_1_000_or_more_employee_size_class","census_state_code"
"72","Puerto Rico","44812/","Women's Clothing Stores","2,500-4,999","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","13375","2 to < 5% noise (medium noise)","55665","439",,"0 to < 2% noise (low noise)","235","2 to < 5% noise (medium noise)","759","0 to < 2% noise (low noise)","3173","128","1,000-2,499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","136","1,000-2,499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","135","500-999","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","2420","2 to < 5% noise (medium noise)","10341","34",,"0 to < 2% noise (low noise)","331","2 to < 5% noise (medium noise)","844","2 to < 5% noise (medium noise)","3447","5","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","448120","Women's Clothing Stores","2,500-4,999","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","13375","2 to < 5% noise (medium noise)","55665","439",,"0 to < 2% noise (low noise)","235","2 to < 5% noise (medium noise)","759","0 to < 2% noise (low noise)","3173","128","1,000-2,499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","136","1,000-2,499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","135","500-999","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","2420","2 to < 5% noise (medium noise)","10341","34",,"0 to < 2% noise (low noise)","331","2 to < 5% noise (medium noise)","844","2 to < 5% noise (medium noise)","3447","5","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","44814/","Family Clothing Stores",,"0 to < 2% noise (low noise)","6987","0 to < 2% noise (low noise)","24644","0 to < 2% noise (low noise)","94944","343",,"0 to < 2% noise (low noise)","162","2 to < 5% noise (medium noise)","1017","0 to < 2% noise (low noise)","5202","79",,"2 to < 5% noise (medium noise)","804","0 to < 2% noise (low noise)","3116","0 to < 2% noise (low noise)","12725","113",,"2 to < 5% noise (medium noise)","963","2 to < 5% noise (medium noise)","3057","0 to < 2% noise (low noise)","11946","71",,"0 to < 2% noise (low noise)","845","0 to < 2% noise (low noise)","2891","0 to < 2% noise (low noise)","10408","30",,"0 to < 2% noise (low noise)","2656","0 to < 2% noise (low noise)","9146","0 to < 2% noise (low noise)","34084","38",,"0 to < 2% noise (low noise)","1557","0 to < 2% noise (low noise)","5417","0 to < 2% noise (low noise)","20579","12",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","448140","Family Clothing Stores",,"0 to < 2% noise (low noise)","6987","0 to < 2% noise (low noise)","24644","0 to < 2% noise (low noise)","94944","343",,"0 to < 2% noise (low noise)","162","2 to < 5% noise (medium noise)","1017","0 to < 2% noise (low noise)","5202","79",,"2 to < 5% noise (medium noise)","804","0 to < 2% noise (low noise)","3116","0 to < 2% noise (low noise)","12725","113",,"2 to < 5% noise (medium noise)","963","2 to < 5% noise (medium noise)","3057","0 to < 2% noise (low noise)","11946","71",,"0 to < 2% noise (low noise)","845","0 to < 2% noise (low noise)","2891","0 to < 2% noise (low noise)","10408","30",,"0 to < 2% noise (low noise)","2656","0 to < 2% noise (low noise)","9146","0 to < 2% noise (low noise)","34084","38",,"0 to < 2% noise (low noise)","1557","0 to < 2% noise (low noise)","5417","0 to < 2% noise (low noise)","20579","12",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","44815/","Clothing Accessories Stores",,"0 to < 2% noise (low noise)","946","0 to < 2% noise (low noise)","2500","0 to < 2% noise (low noise)","11384","132",,"2 to < 5% noise (medium noise)","163","2 to < 5% noise (medium noise)","591","2 to < 5% noise (medium noise)","3124","63",,"2 to < 5% noise (medium noise)","309","0 to < 2% noise (low noise)","705","0 to < 2% noise (low noise)","3227","46",,"2 to < 5% noise (medium noise)","171","2 to < 5% noise (medium noise)","373","0 to < 2% noise (low noise)","1417","13","250-499","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","831","2 to < 5% noise (medium noise)","3616","10",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","44819/","Other Clothing Stores",,"2 to < 5% noise (medium noise)","644","2 to < 5% noise (medium noise)","2184","2 to < 5% noise (medium noise)","9457","70",,"0 to < 2% noise (low noise)","76","2 to < 5% noise (medium noise)","174","0 to < 2% noise (low noise)","842","38","20-99","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","0 to < 2% noise (low noise)","382","0 to < 2% noise (low noise)","2139","14",,"0 to < 2% noise (low noise)","163","0 to < 2% noise (low noise)","539","0 to < 2% noise (low noise)","2209","12",,"0 to < 2% noise (low noise)","111","0 to < 2% noise (low noise)","394","0 to < 2% noise (low noise)","1673","4","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","448190","Other Clothing Stores",,"2 to < 5% noise (medium noise)","644","2 to < 5% noise (medium noise)","2184","2 to < 5% noise (medium noise)","9457","70",,"0 to < 2% noise (low noise)","76","2 to < 5% noise (medium noise)","174","0 to < 2% noise (low noise)","842","38","20-99","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","0 to < 2% noise (low noise)","382","0 to < 2% noise (low noise)","2139","14",,"0 to < 2% noise (low noise)","163","0 to < 2% noise (low noise)","539","0 to < 2% noise (low noise)","2209","12",,"0 to < 2% noise (low noise)","111","0 to < 2% noise (low noise)","394","0 to < 2% noise (low noise)","1673","4","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","4482//","Shoe Stores",,"0 to < 2% noise (low noise)","3505","0 to < 2% noise (low noise)","12551","0 to < 2% noise (low noise)","53877","467","250-499","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","1337","2 to < 5% noise (medium noise)","6723","114",,"0 to < 2% noise (low noise)","1690","2 to < 5% noise (medium noise)","5804","0 to < 2% noise (low noise)","24638","267",,"0 to < 2% noise (low noise)","780","0 to < 2% noise (low noise)","2415","0 to < 2% noise (low noise)","10376","64",,"0 to < 2% noise (low noise)","559","0 to < 2% noise (low noise)","2076","0 to < 2% noise (low noise)","8602","19","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","44821/","Shoe Stores",,"0 to < 2% noise (low noise)","3505","0 to < 2% noise (low noise)","12551","0 to < 2% noise (low noise)","53877","467","250-499","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","1337","2 to < 5% noise (medium noise)","6723","114",,"0 to < 2% noise (low noise)","1690","2 to < 5% noise (medium noise)","5804","0 to < 2% noise (low noise)","24638","267",,"0 to < 2% noise (low noise)","780","0 to < 2% noise (low noise)","2415","0 to < 2% noise (low noise)","10376","64",,"0 to < 2% noise (low noise)","559","0 to < 2% noise (low noise)","2076","0 to < 2% noise (low noise)","8602","19","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","448210","Shoe Stores",,"0 to < 2% noise (low noise)","3505","0 to < 2% noise (low noise)","12551","0 to < 2% noise (low noise)","53877","467","250-499","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","1337","2 to < 5% noise (medium noise)","6723","114",,"0 to < 2% noise (low noise)","1690","2 to < 5% noise (medium noise)","5804","0 to < 2% noise (low noise)","24638","267",,"0 to < 2% noise (low noise)","780","0 to < 2% noise (low noise)","2415","0 to < 2% noise (low noise)","10376","64",,"0 to < 2% noise (low noise)","559","0 to < 2% noise (low noise)","2076","0 to < 2% noise (low noise)","8602","19","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","531///","Real Estate",,"0 to < 2% noise (low noise)","7977","0 to < 2% noise (low noise)","42228","0 to < 2% noise (low noise)","176043","1153",,"2 to < 5% noise (medium noise)","1464","0 to < 2% noise (low noise)","7957","0 to < 2% noise (low noise)","35535","814",,"0 to < 2% noise (low noise)","1345","0 to < 2% noise (low noise)","7155","0 to < 2% noise (low noise)","29272","215",,"0 to < 2% noise (low noise)","886","0 to < 2% noise (low noise)","5284","0 to < 2% noise (low noise)","20455","70",,"0 to < 2% noise (low noise)","948","0 to < 2% noise (low noise)","4370","0 to < 2% noise (low noise)","18941","36",,"2 to < 5% noise (medium noise)","426","2 to < 5% noise (medium noise)","2801","2 to < 5% noise (medium noise)","12016","7",,"2 to < 5% noise (medium noise)","706","2 to < 5% noise (medium noise)","4097","2 to < 5% noise (medium noise)","17346","5",,"2 to < 5% noise (medium noise)","2202","2 to < 5% noise (medium noise)","10564","2 to < 5% noise (medium noise)","42478","6",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","4483//","Jewelry, Luggage, and Leather Goods Stores",,"0 to < 2% noise (low noise)","1436","0 to < 2% noise (low noise)","6127","0 to < 2% noise (low noise)","24198","251",,"0 to < 2% noise (low noise)","252","0 to < 2% noise (low noise)","1036","0 to < 2% noise (low noise)","4293","139",,"2 to < 5% noise (medium noise)","546","2 to < 5% noise (medium noise)","2397","0 to < 2% noise (low noise)","9114","81",,"2 to < 5% noise (medium noise)","283","0 to < 2% noise (low noise)","1209","0 to < 2% noise (low noise)","5269","22",,"2 to < 5% noise (medium noise)","179","0 to < 2% noise (low noise)","644","0 to < 2% noise (low noise)","2556","6","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
