"nu_entidad","clasificaci_n","anofiscal","nb_entidad","fechatran","fechacierre","estatus","carreraparcialm","carreraparcialf","carreracompletom","carreracompletof","carreranograduadom","carreranograduadof","carreragraduadom","carreragraduadof","carrerapostsecundariom","carrerapostsecundariof","carreraasociadom","carreraasociadof","carrerabachm","carrerabachf","carreragradosprom","carreragradosprof","carreramaestriam","carreramaestriaf","carreradoctoradom","carreradoctoradof","confianzareinstparcialm","confianzareinstparcialf","confianzareinstcompletom","confianzareinstcompletof","confianzareinstnograduadom","confianzareinstnograduadof","confianzareinstgraduadom","confianzareinstgraduadof","confianzareinstpostsecundariom","confianzareinstpostsecundariof","confianzareinstasociadom","confianzareinstasociadof","confianzareinstbachm","confianzareinstbachf","confianzareinstgradosprom","confianzareinstgradosprof","confianzareinstmaestriam","confianzareinstmaestriaf","confianzareinstdoctoradom","confianzareinstdoctoradof","confianzanoreinstparcialm","confianzanoreinstparcialf","confianzanoreinstcompletom","confianzanoreinstcompletof","confianzanoreinstnograduadom","confianzanoreinstnograduadof","confianzanoreinstgraduadom","confianzanoreinstgraduadof","confianzanoreinstpostsecundariom","confianzanoreinstpostsecundariof","confianzanoreinstasociadom","confianzanoreinstasociadof","confianzanoreinstbachm","confianzanoreinstbachf","confianzanoreinstgradosprom","confianzanoreinstgradosprof","confianzanoreinstmaestriam","confianzanoreinstmaestriaf","confianzanoreinstdoctoradom","confianzanoreinstdoctoradof","transitorioparcialm","transitorioparcialf","transitoriocompletom","transitoriocompletof","transitorionograduadom","transitorionograduadof","transitoriograduadom","transitoriograduadof","transitoriopostsecundariom","transitoriopostsecundariof","transitorioasociadom","transitorioasociadof","transitoriobachm","transitoriobachf","transitoriogradosprom","transitoriogradosprof","transitoriomaestriam","transitoriomaestriaf","transitoriodoctoradom","transitoriodoctoradof","irregularparcialm","irregularparcialf","irregularcompletom","irregularcompletof","irregularnograduadom","irregularnograduadof","irregulargraduadom","irregulargraduadof","irregularpostsecundariom","irregularpostsecundariof","irregularasociadom","irregularasociadof","irregularbachm","irregularbachf","irregulargradosprom","irregulargradosprof","irregularmaestriam","irregularmaestriaf","irregulardoctoradom","irregulardoctoradof","otrosparcialm","otrosparcialf","otroscompletom","otroscompletof","otrosnograduadom","otrosnograduadof","otrosgraduadom","otrosgraduadof","otrospostsecundariom","otrospostsecundariof","otrosasociadom","otrosasociadof","otrosbachm","otrosbachf","otrosgradosprom","otrosgradosprof","otrosmaestriam","otrosmaestriaf","otrosdoctoradom","otrosdoctoradof","nuevom","nuevof","reingresadom","reingresadof","ascendidom","ascendidof","trasladadom","trasladadof","reinstaladom","reinstaladof","habilitadom","habilitadof","renunciantem","renunciantef","cesanteadom","cesanteadof","terminocontratom","terminocontratof","destituidom","destituidof","retiradom","retiradof","impedimentosinacomodom","impedimentosinacomodof","impedimentoacomodom","impedimentoacomodof","pensionadotransitoriom","pensionadotransitoriof","pensionadocontratom","pensionadocontratof","discrimenedadm","discrimenedadf","discrimenimpedimentom","discrimenimpedimentof","discrimenpoliticom","discrimenpoliticof","discrimenreligiosom","discrimenreligiosof","discrimensexom","discrimensexof","discrimennacionalidadm","discrimennacionalidadf","discrimenorientacionsexualm","discrimenorientacionsexualf","discrimenotrom","discrimenotrof","retribucionmrangoa","retribucionfrangoa","retribucionmrangob","retribucionfrangob","retribucionmrangoc","retribucionfrangoc","retribucionmrangod","retribucionfrangod","retribucionmrangoe","retribucionfrangoe","retribucionmrangof","retribucionfrangof","retribucionmrangog","retribucionfrangog","retribucionmrangoh","retribucionfrangoh","retribucionmrangoi","retribucionfrangoi","retribucionmrangoj","retribucionfrangoj","retribucionmrangok","retribucionfrangok","anosserviciomrangoa","anosserviciofrangoa","anosserviciomrangob","anosserviciofrangob","anosserviciomrangoc","anosserviciofrangoc","anosserviciomrangod","anosserviciofrangod","anosserviciomrangoe","anosserviciofrangoe","anosserviciomrangof","anosserviciofrangof","anosserviciomrangog","anosserviciofrangog","anosserviciomrangoh","anosserviciofrangoh","anosserviciomrangoi","anosserviciofrangoi","edadmrangoa","edadfrangoa","edadmrangob","edadfrangob","edadmrangoc","edadfrangoc","edadmrangod","edadfrangod","edadmrangoe","edadfrangoe","edadmrangof","edadfrangof","edadmrangog","edadfrangog","edadmrangoh","edadfrangoh","preparadonombre","preparadopuesto"
"1526","Oficina del Gobernador","2015-2016","Oficina para Asuntos de Seguridad Pública","2017-02-02T00:00:00.000","2017-02-02T00:00:00.000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","8","0","0","1","0","0","0","0","0","2","4","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","3","2","0","0","1","0","0","0","1","3","4","1","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","3","1","1","1","0","0","0","0","0","Hecmar Morales Gutiérrez","Asistente Administrativo y Recursos Humanos"
"1526","Oficina del Gobernador","2012-2013","Oficina para Asuntos de Seguridad Pública","2014-06-20T00:00:00.000","2014-06-20T00:00:00.000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","0","0","0","0","0","0","0","1","4","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","2","1","1","0","0","0","1","0","1","0","1","4","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","1","2","0","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1527","Departamentos y Agencias","2013-2014","Instituto de Estadísticas de Puerto Rico","2015-01-15T00:00:00.000","2015-01-15T00:00:00.000","1","0","0","6","3","0","0","0","0","0","0","0","0","1","1","0","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","2","1","0","2","0","0","0","1","0","5","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","6","1","0","0","0","0","0","0","0","0","Sheila E. Alvarado Ortiz","Gerente de Oficina"
"1527","Departamentos y Agencias","2014-2015","Instituto de Estadísticas de Puerto Rico","2016-02-16T00:00:00.000","2016-02-16T00:00:00.000","1","0","0","6","2","0","0","0","0","0","0","0","0","1","0","0","0","3","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","1","1","1","2","0","0","0","1","0","5","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","6","1","1","0","0","0","0","0","0","0","Ivelisse Gonzalez De Jesus","Gerente de Oficina"
"1527","Departamentos y Agencias","2012-2013","Instituto de Estadísticas de Puerto Rico","2013-12-20T00:00:00.000","2013-12-20T00:00:00.000","1","0","0","2","2","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","2","0","0","1","0","0","0","1","0","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1528","Departamentos y Agencias","2014-2015","Comisión de Desarrollo Cooperativo de Puerto Rico","2016-02-08T00:00:00.000","2016-02-08T00:00:00.000","1","0","0","7","15","0","0","3","2","0","1","0","0","4","11","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","5","0","0","1","0","0","0","0","0","3","3","0","1","0","1","0","0","0","0","3","7","0","0","0","1","0","0","1","1","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","9","5","4","3","9","1","2","0","1","0","0","0","1","0","0","1","0","5","11","0","2","5","5","0","0","3","6","1","1","0","2","0","0","0","1","0","0","0","1","5","6","3","10","3","8","3","2","0","0","0","1","Irma Rios Colon","Oficinista"
"1528","Departamentos y Agencias","2013-2014","Comisión de Desarrollo Cooperativo de Puerto Rico","2015-04-07T00:00:00.000","2015-04-07T00:00:00.000","1","0","0","8","16","0","0","3","2","0","1","0","0","5","12","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","4","0","0","0","0","0","0","0","0","4","2","1","1","1","1","0","0","0","0","8","13","0","0","0","2","0","0","1","0","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","13","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","6","12","11","1","7","4","5","1","1","0","0","1","0","0","0","1","0","10","15","1","4","6","4","2","2","1","5","2","2","0","0","0","0","0","1","0","0","2","2","4","8","8","11","4","5","4","3","0","1","0","0","Irma Rios Colon","Oficinista"
"1528","Departamentos y Agencias","2012-2013","Comisión de Desarrollo Cooperativo de Puerto Rico","2014-02-07T00:00:00.000","2014-02-07T00:00:00.000","1","0","0","11","19","0","0","4","7","0","0","0","0","7","10","0","1","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","8","3","0","0","1","0","0","0","0","0","5","1","1","1","1","1","0","0","0","0","3","15","0","0","0","1","0","2","1","2","1","7","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","17","5","5","6","8","3","2","0","0","0","0","1","0","0","0","1","0","8","17","2","3","4","4","2","3","2","4","3","4","3","2","0","0","0","1","0","0","0","3","4","6","7","13","6","11","7","4","0","1","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1531","Departamentos y Agencias","2013-2014","Comisión Apelativa del Servicio Público","2015-02-06T00:00:00.000","2015-02-06T00:00:00.000","1","0","0","13","24","0","0","0","1","0","0","0","1","6","16","3","3","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","2","4","1","0","0","0","1","2","0","0","0","1","1","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","1","10","3","9","7","5","0","1","2","0","1","0","0","0","3","4","5","6","5","5","1","9","5","8","3","4","0","0","0","0","0","0","0","0","0","0","0","0","3","6","10","13","4","7","1","6","1","0","0","0","Carmen R. Roque Torres","Analista en Administración de Recursos Humanos"
"1531","Departamentos y Agencias","2014-2015","Comisión Apelativa del Servicio Público","2016-02-03T00:00:00.000","2016-02-03T00:00:00.000","1","0","0","13","24","0","0","0","1","0","0","0","1","6","13","3","4","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","1","4","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","1","10","3","9","7","4","0","2","2","0","1","0","0","0","2","5","5","7","4","3","1","10","6","8","2","5","0","0","0","0","0","0","0","0","0","0","0","0","3","5","10","15","4","7","1","6","0","0","0","0","Carmen R. Roque Torres","Analista en Administración de Recursos Humanos"
"1531","Departamentos y Agencias","2015-2016","Comisión Apelativa del Servicio Público","2017-02-06T00:00:00.000","2017-02-06T00:00:00.000","1","0","0","13","23","0","0","0","1","0","0","0","1","6","12","3","4","4","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","5","0","0","0","1","0","0","0","1","2","0","2","2","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","10","3","9","7","4","0","2","2","0","1","0","0","0","2","4","3","6","4","2","2","8","6","10","2","5","0","1","0","0","0","0","0","0","0","0","0","0","2","4","8","13","6","9","1","5","0","1","0","0","Carmen R. Roque Torres","Analista en Administración de Recursos Humanos"
"1531","Departamentos y Agencias","2012-2013","Comisión Apelativa del Servicio Público","2014-01-30T00:00:00.000","2014-02-06T00:00:00.000","1","0","0","9","18","0","0","0","1","0","0","0","1","4","12","1","2","4","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","4","2","0","0","1","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","2","4","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","10","4","7","7","3","0","0","2","1","1","0","0","0","3","4","6","2","4","4","6","12","2","6","2","3","0","0","0","0","0","0","0","0","0","0","0","0","4","3","10","11","3","9","2","4","1","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1532","Departamentos y Agencias","2014-2015","Administración para el Desarrollo de Empresas Agropecuarias","2016-03-01T00:00:00.000","2016-03-01T00:00:00.000","1","0","0","286","132","67","5","163","47","1","2","7","17","44","59","0","0","4","2","0","0","0","0","9","2","0","0","1","1","0","0","0","0","8","1","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","4","1","0","1","0","2","0","0","0","0","1","2","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","50","15","9","1","35","12","2","1","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","20","0","0","3","1","3","1","0","1","0","0","10","2","0","1","0","2","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","42","81","25","160","51","7","20","10","11","5","1","8","2","4","2","3","1","2","0","89","57","0","0","22","6","87","31","70","25","76","34","5","1","1","0","0","1","0","0","10","8","22","20","56","31","153","69","100","23","8","4","1","0","Jose E. Burgos Ortiz","Director de Presupuesto"
"1532","Departamentos y Agencias","2015-2016","Administración para el Desarrollo de Empresas Agropecuarias","2017-01-27T00:00:00.000","2017-02-01T00:00:00.000","1","0","0","314","142","74","5","179","51","3","3","8","17","46","63","0","0","4","3","0","0","0","0","7","1","0","0","1","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","4","0","0","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","22","3","2","0","16","3","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","4","2","0","0","0","9","2","0","0","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","69","32","67","25","169","53","10","20","10","13","6","1","7","3","4","1","5","0","1","0","89","50","0","0","21","6","83","31","63","25","86","35","5","1","1","0","0","1","0","0","10","5","21","19","54","25","149","71","105","25","8","4","1","0","Jose E. Burgos Ortiz","Director de Presupuesto"
"1533","Oficina del Gobernador","2012-2013","Oficina de Gerencia de Permisos","2014-02-04T00:00:00.000",,,"0","0","46","63","0","0","15","36","0","0","0","0","26","22","0","0","3","2","2","3","0","0","11","10","0","0","1","0","0","0","0","0","9","8","0","0","1","0","0","2","0","0","5","5","0","0","0","1","0","0","0","0","2","3","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1","6","14","33","12","6","13","13","5","7","2","4","11","6","2","3","2","0",,,,,,,,,,,,,,,,,,,"0","0","1","0","7","2","22","36","25","32","7","8","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1533","Oficina del Gobernador","2013-2014","Oficina de Gerencia de Permisos","2015-02-17T00:00:00.000",,,"0","0","76","64","0","0","39","36","0","0","0","0","32","21","0","0","2","2","3","5","0","0","12","11","0","0","1","0","0","0","0","0","9","9","0","0","1","0","1","2","0","0","4","6","0","0","0","1","0","0","0","0","3","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","38","11","0","0","0","0","1","1","4","0","0","0","0","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","19","32","32","8","12","10","10","13","4","6","10","6","2","3","2","0",,,,,,,,,,,,,,,,,,,"0","0","1","0","6","3","30","32","41","36","13","10","1","0","0","0","NULL","NULL"
"1533","Oficina del Gobernador","2014-2015","Oficina de Gerencia de Permisos","2016-02-02T00:00:00.000","2016-02-05T00:00:00.000","1","0","0","76","60","0","0","39","35","0","0","0","0","31","20","4","3","2","2","0","0","0","0","12","13","0","0","1","0","0","0","0","0","10","9","0","3","1","1","0","0","0","0","1","6","0","0","0","1","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","2","2","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","19","31","32","8","12","8","9","13","3","5","9","8","3","3","1","0","1","3","6","7","13","11","19","12","28","28","20","16","2","1","0","1","0","0","0","0","0","0","4","4","30","26","40","35","13","14","2","0","0","0","Maribel Vega Serrano","Oficial de Recursos Humanos I"
"1534","Departamentos y Agencias","2012-2013","Junta Revisora de Permisos y Uso de Terrenos","2014-02-12T00:00:00.000",,,"0","0","5","6","0","0","1","0","1","1","0","2","1","0","3","2","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","3","1","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","2","3","2","0","1","1","0","0","1","2","2","1","0","0","0","0","0","1","4","4","3","3","0","0","0","0","0","0","0","0","0","0","2","0","4","2","3","7","0","0","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1537","Departamentos y Agencias","2013-2014","Oficina del Contralor Electoral","2015-01-20T00:00:00.000","2015-01-20T00:00:00.000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","21","27","0","0","4","0","0","7","0","0","2","2","11","11","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","10","12","4","5","0","2","3","1","0","1","2","1","2","2","11","10","4","7","3","12","0","1","0","1","1","0","1","0","0","0","0","0","0","0","3","1","7","11","8","13","4","3","0","1","0","0","0","0","Juan R. Córdova","Especialista de Recursos Humanos"
"1537","Departamentos y Agencias","2014-2015","Oficina del Contralor Electoral","2016-01-29T00:00:00.000","2016-02-02T00:00:00.000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","22","30","0","0","2","7","2","0","0","0","11","13","3","2","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","8","11","8","9","0","1","3","2","0","1","1","1","3","1","13","10","4","9","3","10","2","0","0","1","1","0","1","0","0","0","0","0","0","0","2","2","9","10","9","14","4","3","0","1","0","0","0","0","Juan R. Córdova","Especialista de Recursos Humanos"
