"numero_de_contrato","entidad","contratista","cuantia","fecha_de_otorgamiento","vigente_desde","vigente_hasta","vigencia_en_meses","tipo_de_servicio","categoria_de_servicio","estatus","funcionario_firmante","otorgado_en_pr","otorgado_en","esta_rescindido","es_privatizacion"
"(4076) 2014-000724","Municipio de Villalba","ELIMARIE PEREZ PEREZ","630","2013-09-27T00:00:00.000","2013-10-07T00:00:00.000","2013-10-31T00:00:00.000","0.82","SERVICIOS DE CONTRATACIÓN DE OBREROS","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","HON. LUIS JAVIER HERNANDEZ ORTIZ, ALCALDE","true","VILLALBA","false","false"
"(4076) 2014-000725","Municipio de Villalba","EDWIN A. RAMOS NEGRON","630","2013-09-27T00:00:00.000","2013-10-02T00:00:00.000","2013-10-31T00:00:00.000","0.99","SERVICIOS DE CONTRATACIÓN DE OBREROS","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","HON. LUIS JAVIER HERNANDEZ ORTIZ, ALCALDE","true","VILLALBA","false","false"
"(1201) 2014-000186","Departamento de Educación de Puerto Rico","LIZAMARIE NEGRON MALDONADO","22950","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-05-30T00:00:00.000","8.09","SERVICIO DE ADIESTRAMIENTO","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","Lilia M. Torres Torres, Subsecretaria de Administraci&#243;n","true","SAN JUAN","false","false"
"(4066) 2014-000115","Municipio de San Lorenzo","JONNY RODRIGUEZ RODRIGUEZ","5500","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-08-31T00:00:00.000","11.01","EDIFICIOS","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","JOSÉ RAMÓN ROMÁN ABREU, ALCALDE","true","SAN LORENZO","false","false"
"(1228) 2014-000059","Oficina para el Mejoramiento de las Escuelas Públicas de Puerto Rico","DE ÁNGEL & COMPAÑIA, CPA, CSP","30000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-12-31T00:00:00.000","3.16","SERVICIOS DE CONTABILIDAD Y/O AUDITORIA","SERVICIOS PROFESIONALES","Aceptado","LILIA M. TORRES TORRES, CPA, SUBSECRETARIA DE ADMINISTRACION","true","SAN JUAN","false",
"(4043) 2012-000184-B","Municipio de Las Marías","RIVERA RUIZ, DANIEL","3600","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","JOSE JAVIER RODRIGUEZ LOPEZ, ALCALDE","true","LAS MARÍAS","false",
"(4002) 2013-000166-D","Municipio de Aguada","KARIMAR CONSTRUCTION, INC.","574000","2013-09-27T00:00:00.000","2012-12-13T00:00:00.000","2013-10-31T00:00:00.000","10.62","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","JESSIE CORTES RAMOS, ALCALDE","true","AGUADA","false",
"(4002) 2013-000167-D","Municipio de Aguada","CAJIGAS & ASSOCIATES, P.S.C.","30000","2013-09-27T00:00:00.000","2013-02-12T00:00:00.000","2013-10-31T00:00:00.000","8.61","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","JESSIE CORTES RAMOS, ALCALDE","true","AGUADA","false",
"(3099) 2014-000193","Compañía de Comercio y Exportación de Puerto Rico","HORACIO A. MONTES GILORMINI DBA TRIBOTEC DISTRIBUT","4900.02","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-04-30T00:00:00.000","6.97","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","LCDA. AGNES CRESPO QUINTANA, SUBDIRECTORA EJECUTIVA","true","SAN JUAN","false",
"(3135) 2014-000026","Autoridad de los Puertos de Puerto Rico","ERTEC PSC ENVIROMENTAL CONSULTANTS","310265","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","Victor A. Suarez Melendez, Director Ejecutivo","true","CAYEY","false",
"(4003) 2013-001027-A","Municipio de Aguadilla","HILARIO GALARZA BADILLO","367.38","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-09-30T00:00:00.000","0.13","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","CARLOS MENDEZ MARTINEZ, ALCALDE","true","AGUADILLA","false",
"(4003) 2013-001031-A","Municipio de Aguadilla","ERICK BOSQUES ARROYO","237.79","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-09-30T00:00:00.000","0.13","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","CARLOS MENDEZ MARTINEZ, ALCALDE","true","AGUADILLA","false",
"(3080) 2014-L00052","Administración de Compensaciones por Accidentes de Automóviles","CENTRO DE CUIDADO INFANTIL HUELLITAS, INC.","3400","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","LCDA. DORELISSE JUARBE JIMÉNEZ, DIRECTORA EJECUTIVA","true","SAN JUAN","false",
"(3080) 2014-L00053","Administración de Compensaciones por Accidentes de Automóviles","ADONAI DAY CARE & LEARNING CENTER, CORP.","3650","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","LCDA. DORELISSE JUARBE JIMÉNEZ, DIRECTORA EJECUTIVA","true","SAN JUAN","false",
"(3080) 2014-L00054","Administración de Compensaciones por Accidentes de Automóviles","CONSULTIVA INTERNACIONAL, INC.","83000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-11-30T00:00:00.000","14.14","SERVICIOS DE CONSULTORIA ADMINISTRATIVA","SERVICIOS DE CONSULTORIA","Aceptado","LCDA. DORELISSE JUARBE JIMÉNEZ, DIRECTORA EJECUTIVA","true","SAN JUAN","false",
"(3080) 2014-L00055","Administración de Compensaciones por Accidentes de Automóviles","FRANCISCO J. AMUNDARAY RODRÍGUEZ","48000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","SERVICIOS LEGALES","SERVICIOS PROFESIONALES","Aceptado","LCDA. DORELISSE JUARBE JIMÉNEZ, DIRECTORA EJECUTIVA","true","SAN JUAN","false",
"(3085) 2014-BGF057","Banco Gubernamental de Fomento para Puerto Rico","BDO PUERTO RICO, P.S.C.","9000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-10-31T00:00:00.000","1.15","SERVICIOS DE CONTABILIDAD Y/O AUDITORIA","SERVICIOS PROFESIONALES","Aceptado","Natasha Gitany, Director de Sistemas de Información","true","SAN JUAN","false",
"(3088) 2014-000036","Banco de Desarrollo Económico para Puerto Rico","INTERNET  VISION  DEVELOPMENT CORP","142856.3","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2017-09-30T00:00:00.000","48.03","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","JOEY C. CANCEL PLANAS, Presidente","true","SAN JUAN","false",
"(4021) 2013-000377-A","Municipio de Cidra","MARTIN ORTIZ DIAZ","1056","2013-09-27T00:00:00.000","2013-06-15T00:00:00.000","2013-12-31T00:00:00.000","6.58","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","HON. JAVIER E. CARRASQUILLO CRUZ, ALCALDE","true","CIDRA","false",
"(3090) 2014-000152-A","Autoridad para el Financiamiento de la Infraestructura de Puerto Rico","ALAYON ENGINEERING SERVICES, P.S.C.","9425","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-01-08T00:00:00.000","3.42","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","CÉSAR R. PÉREZ RODRIGUEZ, SUB DIRECTOR EJECUTIVO","true","SAN JUAN","false",
"(3090) 2014-000171","Autoridad para el Financiamiento de la Infraestructura de Puerto Rico","MUNICIPIO DE PEÑUELAS","5283.54","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-09-27T00:00:00.000","12.03","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","CÉSAR R. PÉREZ RODRIGUEZ, SUB DIRECTOR EJECUTIVO","false","SAN JUAN","false",
"(3020) 2014-000106","Autoridad de Acueductos y Alcantarillados de Puerto Rico","ENGINEERED PARTS & SERVICES INC. (EPS)","1999384","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2015-02-18T00:00:00.000","16.77","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","LYNNETTE M. RAMIREZ RIVERA, ","true","SAN JUAN","false",
"(3020) 2014-000107","Autoridad de Acueductos y Alcantarillados de Puerto Rico","ENGINEERED PARTS & SERVICES INC. (EPS)","4891000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-11-25T00:00:00.000","13.97","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","LYNNETTE M. RAMIREZ RIVERA, ","true","SAN JUAN","false",
"(3020) 2014-000108","Autoridad de Acueductos y Alcantarillados de Puerto Rico","LONGO DE PUERTO RICO, LLC.","19420845","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2016-05-13T00:00:00.000","31.56","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","LYNNETTE M. RAMIREZ RIVERA, ","true","SAN JUAN","false",
"(3020) 2014-000109","Autoridad de Acueductos y Alcantarillados de Puerto Rico","ENGINEERED PARTS & SERVICES INC. (EPS)","2085000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-11-25T00:00:00.000","13.97","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","LYNNETTE M. RAMIREZ RIVERA, ","true","SAN JUAN","false",
"(3020) 2014-000110","Autoridad de Acueductos y Alcantarillados de Puerto Rico","CONSTRUCTORA DEL ESTE S.E.","940444.44","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-11-25T00:00:00.000","13.97","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","LYNNETTE M. RAMIREZ RIVERA, DIRECTORA EJECUTIVA DE INFRAESTRUCTURA","true","SAN JUAN","false",
"(3090) 2014-000196-A","Autoridad para el Financiamiento de la Infraestructura de Puerto Rico","SOTO MASTER ENGINERING INC.","0","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-10-31T00:00:00.000","1.15","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","CÉSAR R. PÉREZ RODRIGUEZ, SUB DIRECTOR EJECUTIVO","true","SAN JUAN","false",
"(3068) 2014-000047","Universidad de Puerto Rico en Utuado","ARLEEN MEDINA FIGUEROA","600","2013-09-27T00:00:00.000","2013-09-28T00:00:00.000","2013-11-16T00:00:00.000","1.64","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","PROF. RAÚL M. NÚÑEZ ACEVEDO, Rector Interino","true","UTUADO","false",
"(3180) 2014-000361","Compañía de Fomento Industrial de Puerto Rico","A.I.T. TECNOLOGIES, INC.","6000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2016-09-26T00:00:00.000","36.03","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","LUIS E ORTIZ ORTIZ, SUBDIRECTOR EJECUTIVO","true","SAN JUAN","false",
"(3175) 2014-PRH100","Autoridad para el Financiamiento de la Vivienda de Puerto Rico","Sunset Contractors & Recycling, Inc.","189700","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","José A. Sierra Morales, Director Ejecutivo","true","SAN JUAN","false",
"(3180) 2014-000028-A","Compañía de Fomento Industrial de Puerto Rico","COMPAÑIA DE FOMENTO INDUSTRIAL DE PR","10524","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","JAMILLE E. MURIENTE, OFICIAL PRINCIPAL DE FINANZAS","true","SAN JUAN","false",
"(3058) 2014-000060","Universidad de Puerto Rico en Humacao","MARÍA MERCEDES FIOL FUMERO","350","2013-09-27T00:00:00.000","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","0.03","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","Carmen A. Miranda Rivera, Rectora Interina","true","HUMACAO","false",
"(3085) 2014-BGF060","Banco Gubernamental de Fomento para Puerto Rico","TOLEDO ENGINEERING, CORP.","191476","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","MARIA C BERIO, VICEPRESIDENTE EJECUTIVA ADMINISTRACION, OPERACION","true","SAN JUAN","false",
"(3155) 2014-000107","Compañía de Turismo de Puerto Rico","OPERA GUILD DE PUERTO RICO, INC.","5000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-12-30T00:00:00.000","3.12","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","Ingrid I. Rivera Rocafort, Directora Ejecutiva","true","SAN JUAN","false",
"(4003) 2013-001127-A","Municipio de Aguadilla","YANELLYS LOPEZ ROMERO","263.8","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-09-30T00:00:00.000","0.13","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","CARLOS MENDEZ MARTINEZ, ALCALDE","true","AGUADILLA","false",
"(2265) 2014-000122","Departamento del Trabajo y Recursos Humanos","MUNICIPIO DE AGUADA","176958","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","LCDO: VANCE THOMAS RIDER, SECRETARIO DEL TRABAJO","false","SAN JUAN","false",
"(2265) 2014-000123","Departamento del Trabajo y Recursos Humanos","MUNICIPIO DE AGUADILLA","48713.78","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","LCDO: VANCE THOMAS RIDER, SECRETARIO DEL TRABAJO","false","SAN JUAN","false",
"(2300) 2013-000053-A","Oficina de Administración de los Tribunales","MICROSOFT PUERTO RICO AND US VIRGIN ISLANDS","0","2013-09-27T00:00:00.000","2013-09-30T00:00:00.000","2014-03-31T00:00:00.000","6.02","ACUERDOS NO FINANCIEROS","ACUERDOS NO FINANCIEROS","Aceptado","SONIA IVETTE VELEZ COLON, DIRECTORA ADMINISTRATIVA DE LOS TRIBUNALES","true","SAN JUAN","false",
"(4003) 2013-000871-I","Municipio de Aguadilla","INGENIEROS DEL OESTE C.S.P.","0","2013-09-27T00:00:00.000","2013-09-29T00:00:00.000","2013-10-08T00:00:00.000","0.33","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","CARLOS MENDEZ MARTINEZ, ALCALDE","true","AGUADILLA","false",
"(3052) 2014-000161","Recinto Universitario de Mayagüez de la Universidad de Puerto Rico","MUNICIPIO DE HORMIGUEROS","800","2013-09-27T00:00:00.000","2013-10-04T00:00:00.000","2013-10-04T00:00:00.000","0.03","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","ANDRES CALDERON COLON, RECTOR INTERINO","false","MAYAGUEZ","false",
"(3052) 2014-000012-A","Recinto Universitario de Mayagüez de la Universidad de Puerto Rico","FABIAN ORLANDO CHAPARRO MORENO","6774","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-01-31T00:00:00.000","4.18","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","ANDRES CALDERON COLON, RECTOR INTERINO","true","MAYAGUEZ","false",
"(3052) 2014-000158","Recinto Universitario de Mayagüez de la Universidad de Puerto Rico","JGC Productions Inc.-Jeannine Acosta Ramos","17500","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","0.03","SERV. PUBLICIDAD, REPRESENTACION O ARTISTICOS","SERVICIOS DE PUBLICIDAD, DE REPRESENTACION","Aceptado","ANDRES CALDERON COLON, RECTOR INTERINO","true","MAYAGUEZ","false",
"(3052) 2014-000159","Recinto Universitario de Mayagüez de la Universidad de Puerto Rico","KATHLEEN D. GRZECH","1800","2013-09-27T00:00:00.000","2013-10-16T00:00:00.000","2013-10-19T00:00:00.000","0.13","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ANDRES CALDERON COLON, RECTOR INTERINO","true","MAYAGUEZ","false",
"(3053) 2014-000615","Recinto de Ciencias Médicas de la Universidad de Puerto Rico","CRESPO &  RODRIGUEZ INC.,","2000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-12-31T00:00:00.000","3.16","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","JOSE RODRIGUEZ ORENGO, RECTOR","true","SAN JUAN","false",
"(3051) 2013-000225-B","Recinto de Río Piedras de la Universidad de Puerto Rico","JONATHAN DELGADO PEñA","21840","2013-09-27T00:00:00.000","2013-10-28T00:00:00.000","2014-10-28T00:00:00.000","12.03","SERVICIOS TÉCNICOS","SERVICIOS TÉCNICOS","Aceptado","ETHEL RÍOS ORLANDI, RECTORA INTERINA, RECTORA INTERINA","true","SAN JUAN","false","false"
"(4059) 2014-000025","Municipio de Quebradillas","JUAN JOSE ROMAN MERCADO","3600","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","HERIBERTO VELEZ VELEZ, ALCALDE","true","QUEBRADILLAS","false",
"(4061) 2013-000109-A","Municipio de Río Grande","B.D.J.S. & Asociados","0","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-03-01T00:00:00.000","5","SERVICIOS DE CONTABILIDAD Y/O AUDITORIA","SERVICIOS PROFESIONALES","Aceptado","Hilda Villalongo Vázquez, Tec. Sistemas de Oficina","true","RÍO GRANDE","false",
"(1404) 2014-000002-A","Administración de los Sistemas de Retiro de los Empleados del Gobierno y la Judicatura","Rodríguez & Maldonado-Vélez Attorneys & Counselors","42000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","SERVICIOS LEGALES","SERVICIOS PROFESIONALES","Aceptado","FRANCISCO DEL CASTILLO OROZCO, SUBADMINISTRADOR","true","SAN JUAN","false",
"(4043) 2014-000058","Municipio de Las Marías","GLADYS QUILES BOSQUES","0","2013-09-27T00:00:00.000","2014-05-28T00:00:00.000","2014-05-28T00:00:00.000","0.03","OFRECER EQUIPO EN ALQUILER","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","JOSE JAVIER RODRIGUEZ LOPEZ, ALCALDE","true","LAS MARÍAS","false",
"(2005) 2014-000004-A","Superintendencia del Capitolio Estatal de la Asamblea Legislativa de Puerto Rico","DEYA ELEVATOR SERVICES INC.","11280","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2013-12-31T00:00:00.000","3.16","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","JAVIER VAZQUEZ COLLAZO, SUPERINTENDENTE","true","SAN JUAN","false",
"(1527) 2013-000015-B","Instituto de Estadísticas de Puerto Rico","Kimberley Geerman Santana","3655","2013-09-27T00:00:00.000","2013-07-01T00:00:00.000","2013-12-31T00:00:00.000","6.05","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","Mario Marazzi Santiago, Director Ejecutivo","true","SAN JUAN","false",
"(1527) 2013-000016-B","Instituto de Estadísticas de Puerto Rico","Verónica Mitchel Pacheco Ortiz","7565","2013-09-27T00:00:00.000","2013-07-01T00:00:00.000","2013-12-31T00:00:00.000","6.05","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","Mario Marazzi Santiago, Director Ejecutivo","true","SAN JUAN","false",
"(1458) 2014-000015","Oficina de Asuntos de la Juventud","JUNTA DE GOBIERNO DEL SERVICIO 9.1.1","11000","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-06-30T00:00:00.000","9.11","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","Gabriel J. López Arrieta, Director Ejecutivo","false","SAN JUAN","false",
"(4903) 2013-000014-E","Área Local de Desarrollo Laboral de Noroeste (ALDL Noroeste)","LECENIA ROMAN FELICIANO","10935","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","SAMUEL SANCHEZ TIRADO, DIRECTOR EJECUTIVO","true","AGUADILLA","false",
"(4903) 2013-000027-D","Área Local de Desarrollo Laboral de Noroeste (ALDL Noroeste)","YOMAIRA GONZALEZ PEREZ","11808","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-06-30T00:00:00.000","8.98","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","SAMUEL SANCHEZ TIRADO, DIRECTOR EJECUTIVO","true","AGUADILLA","false",
"(1427) 2014-000019","Junta de Planificación de Puerto Rico","FABRINEDITO, INC.","149602","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-11-26T00:00:00.000","14.01","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","LUIS GARCIA PELATTI, PRESIDENTE DESIGNADO","true","SAN JUAN","false",
"(1427) 2014-000020","Junta de Planificación de Puerto Rico","GOLU PR BRANCH, INC.","160561","2013-09-27T00:00:00.000","2013-09-27T00:00:00.000","2014-11-26T00:00:00.000","14.01","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","LUIS GARCIA PELATTI, PRESIDENTE DESIGNADO","true","SAN JUAN","false",
"(4033) 2014-000202","Municipio de Gurabo","MARÍA DEL CARMEN RIVERA","7056","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","WILCA E. FIGUEROA OSORIO, DIRECTORA DE PLANIFICACION Y DESARROLLO ECONOMICO","true","GURABO","false",
"(4033) 2014-000203","Municipio de Gurabo","HECTOR L. ADORNO","5304","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","WILCA E. FIGUEROA OSORIO, DIRECTORA DE PLANIFICACION Y DESARROLLO ECONOMICO","true","GURABO","false",
"(4033) 2014-000196","Municipio de Gurabo","SR. LUIS G. NIEVES CLAUDIO","7488","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","WILCA E. FIGUEROA OSORIO, DIRECTORA DE PLANIFICACION Y DESARROLLO ECONOMICO","true","GURABO","false",
"(4033) 2014-000197","Municipio de Gurabo","MISAEL HERNANDEZ","4908","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","WILCA E. FIGUEROA OSORIO, DIRECTORA DE PLANIFICACION Y DESARROLLO ECONOMICO","true","GURABO","false",
"(4016) 2014-000443","Municipio de Carolina","Nicole A. Delgado Matos","8300","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","Manuel I. Mangual Rodríguez, Gerente de Administración","true","CAROLINA","false",
"(4016) 2014-000444","Municipio de Carolina","MARINES COLON RODRIGUEZ","10800","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","Manuel I. Mangual Rodríguez, Gerente de Administración","true","CAROLINA","false",
