"corpname","corpregisterindex","bestatus","corpclasstype","corporationtype","corporationjurisdictiontype","physicalcitycorp","physicalstatecorp","fullnameagent","fullnameofficer1","fullnameofficer2"
"AOR TAX  & ACCOUNTING CORPORATION","386336-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","AGUADILLA","PR","Alex Ortiz","Alex Ortiz",
"IGLESIA DEL NAZARENO CASA DE ADORACIN GETSEMANI INC.","59977-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Humacao","PR",,,
"ALIANZA RENACIMIENTO PUERTO RICO INC.","51271-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","CAGUAS","PR","KATE GARRITY","KATE GARRITY","KATE GARRITY"
"EMPLEADOS CIVILES ORGANIZADOS INC.","35670-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","Jorge L. Méndez","José J. Ortíz","Jorge L. Méndez"
"EL DORADO MANAGEMENT INC.","386466-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR",,,
"IGLESIA PENTECOSTAL ESTRELLA DE JACOB DE TOA ALTA INC.","16846-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"RIVS MARKETING,  INC.","390327-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","SAN JUAN","PR","RINA VEGA","RINA VEGA","RINA VEGA"
"CAPITULO DE SAN JUAN UIA, INC.","305031-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR",,"Angel  ARN Rios","Antonio AVP Villafañe"
"IGLESIA CRISTIANA ANTIOQUIA, INC.","3300-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"HOSPITAL RADIOLOGY SERVICES, P.S.C.","4453-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","San Juan","PR","Gaspar  Garcia","Gaspar Garcia","Gaspar Garcia"
"MINISTERIO CUANDO CRISTO LLEGA INC.","55062-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Aguadilla","PR",,,
"MINISTERIO HICE UN PACTO CON DIOS INC.","337640-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Isabela","PR","Reinaldo Velez","Linda Masonet","Reinaldo Velez"
"AMPARK CORPORATION","66565-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","San Juan","PR","Enery P Rivera","Enery Ortiz","Enery Ortiz"
"LUMICENTRO PUERTO RICO, INC.","162849-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAROLINA","PR",,"HECTOR EDUARDO VIZCARRONDO","HECTOR EDUARDO VIZCARRONDO"
"IGLESIA AVIVADA CRISTO VIENE YA, INC.","21742-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"MINSTERIO LEVANTADO AL CAIDO CON EL PODER DEL ESPIRITU SANTO INC.","62900-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Dorado","PR",,,
"EL PODER DEL ESPIRITU INC.","330557-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","JUNCOS","PR","JOSE M BERNIER",,
"CORSARIOS DEL CARIBE INC.","58330-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR","Roberto R Orta","Roberto R Orta","Myriam Alequin"
"CREDIT NOW GUAYNABO INC.","121170-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","GUAYNABO","PR","SONIA OLMEDA","SONIA OLMEDA","SONIA OLMEDA"
"MINISTERIO DE NIOS OVEJAS RECIEN NACIDAS INC.","58161-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Moca","PR",,,
"FINCA LA INNOMBRADA INC.","388856-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","SAN GERMAN","PR","RAMON A SEPULVEDA",,
"IGLESIA LA FAMILIA I.C.R., INC","8034-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rincon","PR","REVERENDO GERALDO LATORRE","SRA. MARÍA ANTONIA FERRER","SR. RAMÓN ALTIERY"
"AGRICOPLATA, INC.","97595-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","GUAYNABO","PR","MARIA  DEL CARMEN CESTERO","MARIA DEL CARMEN CESTERO","MARIA DEL CARMEN CESTERO"
"ENTRECRUZADOS, LLC","311187-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Cabo Rojo","PR","Maritza Tirado","Ana I. Clavell","Marie Toucet"
"AYUDAME A AYUDAR INC.","391206-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","MAYAGUEZ","PR","Clara De Jesus","Carmen Elisa De Jesus","Clara De Jesus"
"IGLESIA SOMOS LINAJE INC.","391073-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","FAJARDO","PR","Jorge A. Ramos","Jorge A. Ramos",
"PRIMERA IGLESIA ASAMBLEA DE DIOS, INC.","20941-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"VIANCA CORP.","174802-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","PONCE","PR","ROBERTO TORRES","ROBERTO TORRES","ROBERTO TORRES"
"ORO EN LAS CALLES, INC.","58563-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Isabela","PR",,,
"CLUB ATLETICO LORAF","37832-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Barceloneta","PR","Madeline Diaz","Annette Mulgado","Madeline Diaz"
"FHI DEVELOPERS, INC.","99586-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","FAJARDO","PR","CARLOS E. SUAREZ","EFRAIN RIVERA","EFRAIN RIVERA"
"RM LEGAL CONSULTING INC.","389450-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","Roberto A Mendez","Roberto A Mendez",
"IGLESIA VISION MISIONERA EVANGELICA INC.","43491-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"CALVARY MINISTRIES, CORP.","53037-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Arecibo","PR",,,
"IGLESIA SINAI AUTONOMA INC.","38175-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"PRAXIS PR LLC","386894-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAROLINA","PR","Cristina Martínez",,
"MINISTERIO FIN DE LOS TIEMPOS, INC.","308068-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Canóvanas","PR","Gloryma Nazario","Gloryma Nazario","María M. Soto"
"ILE TITUN CHURCH OF PUERTO RICO, INC.","47825-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Bayamón","PR",,,
"HAPPY TALES READING PROGRAM INCORPORATED","354801-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","ARECIBO","PR",,"Karina D Jové","Karen  S Jové"
"CARIBBEAN SEASIDE HEIGHTS PROPERTIES, INC.","102066-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","RINCON","PR","DAVID  WISHINSKY","MICHAEL WISHINSKY","MICHAEL WISHINSKY"
"IGLESIA PENTECOSTAL CAGUAS PUEBLO, INC.","53421-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Caguas","PR",,,
"ASTRO WIRELESS LLC","389337-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CIDRA","PR","Claudia M Garcia","Claudia M Garcia",
"IGLESIA METODISTA LIBRE DE RIO PIEDRAS INC.","328916-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Caguas","PR","Victor J De Jesus","Victor J De Jesus",
"SKIES CORP.","385847-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","LARES","PR","LUIS F CARDONA","JOSE A CARDONA","JOSE A CARDONA"
"IGLESIA MINISTROS DEL NUEVO PACTO, INC.","308241-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Lares","PR","Antonio Ramos","Antonio Ramos",
"LESS RATE - TITLE LOAN  LLC","390660-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAGUAS","PR","JOSEPH G MARTINEZ",,
"PRODUCTOS EL GAUCHITO, LLC","326293-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Bayamon","PR",,,
"PALETITA Y DON TULIO, INC.","304827-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","TRUJILLO ALTO","PR","HERIBERTO FARGAS","HERIBERTO FARGAS","KEIZALEE BAYON"
"CORREDORES Y PROYECTISTAS CORP.","170507-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","Hatillo","PR","Wilberto Martinez","Decsel Melon","Wilberto Martinez"
"EDUK@ KIDS LEARNING CENTER INC.","391511-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAROLINA","PR","Anadylia Montalvo","Anadylia Montalvo",
"HEALTH AND GREENS PR, INC.","63128-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR","GUALBERTO  RODRIGUEZ","GUALBERTO RODRIGUEZ","GUALBERTO RODRIGUEZ"
"COLEGIO MARISTA EL SALVADOR INCORPORADO","12995-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Guaynabo","PR","NICEFORO GARRAN","YOLANDA PEREZ","NICEFORO GARRAB"
"IGLESIA CRISTIANA SAGRADO CORAZON, INC.","25526-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"MINISTERIO IGLESIA PENTECOSTAL EL TRIUNFO, INC.","22012-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"IGLESIA BAUTISTA ANTIOQUIA, INC.","16385-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"COOPERATIVA DE CREDITO DE LOS EMPLEADOS DE LA P.R. TOBACCO MARKETING COOPERATIVE","107-221","ACTIVA","Cooperativa de Ahorro Y Crédito","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"ASOCIACION DE HOMBRES CATOLICOS DE PONCE, INC.","10853-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"REAL LIVE HOME INC.","64477-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Cayey","PR",,,
"LOPEZ & NEVARES LLP","359250-811","ACTIVA","Sociedad de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","SAN JUAN","PR","Jorge J Lopez",,
"FAMILY CLINICAL RESEARCH, CORP.","167330-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","CAROLINA","PR","Francisco Abreu","Francisco Abreu","Francisco Abreu"
"PR LEGAL & BUSINESS ADVISORS LLC","390336-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAGUAS","PR","Elizabeth Ramos",,
"IGLECIA SANTUARIO MONTE DE SION, INC.","304096-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","VEGA BAJA","PR","JOSE A RODRIGUEZ","NOEMI MALDONADO","JOSE A RODRIGUEZ"
"LEVANTANDO AL CAIDO MINISTERIO CRISTIANO INC.","385810-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","BARCELONETA","PR","ORLANDO DEL VALLE","CARMEN RIOS","JUAN A PINTOR"
"IGLESIA TEMPLO ECUMENICO, INC.","7598-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"PEREGRINO LLC","389447-111","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","TOA BAJA","PR","DORIS LOPEZ",,
"GRUPO GASTROENTEROLGICO DEL CARIBE, C.S.P.","4945-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","CAROLINA","PR","Johanna Bigio","Paul J Nieves","Johanna Bigio"
"MOVIMIENTO INTERNACIONAL RECONCILIANDO EL MUNDO CON DIOS INC.","57166-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Carolina","PR",,,
"SIDLEY AUSTIN (NY) LLP","345657-812","ACTIVA","Sociedad de Responsabilidad Limitada","Con Fines de Lucro","Foránea","San Juan","PR",,,
"ACCESSORIT PUERTO RICO, CORP.","303460-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Bayamon","PR",,"MICHELLE MARTINEZ","MICHELLE MARTINEZ"
"COOPERATIVA DE AHORRO Y CREDITO DE LOS CONTADORES PUBLICOS AUTORIZADOS DE PUERTO RICO (C.P","545-221","ACTIVA","Cooperativa de Ahorro Y Crédito","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"UNIVERSAL RENTAL DEVELOPMENT INC.","327044-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","HATILLO","PR","PEDRO J. DAVID","PEDRO J. DAVID","PEDRO J. DAVID"
"ESCUELA DE EVANGELIZACION MARIA MADRE DE LA PROVIDENCIA, INC.","317637-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","JOSE R ACOSTA","MARTA P MUNOZ","ENID B ORTIZ"
"J & M, LLC","386453-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAGUAS","PR","MELVIN O OCASIO","MELVIN O OCASIO","JULIO GONZALEZ"
"SASKIA INVESTMENTS LLC","363101-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","SAN JUAN","PR","WILFREDO A MIGUEZ","SASKIA BIANCHI","SASKIA BIANCHI"
"NL RESTAURANTS, INC.","174740-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","LAJAS","PR","NILDA  ALONSO","VALENTIN ALONSO","NILDA ALONSO"
"POMALES ELECTROPOLISHING SERVICES, L.L.C.","307723-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAROLINA","PR","JOSE R POMALES","JOSE R POMALES",
"IGLESIA CASA DE JBILO Y PAZ, INC.","55951-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Carolina","PR",,,
"REGGIA BODY & SPA LLC","346811-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Guaynabo","PR","Francisco Hernandez","Frances A Hernandez",
"SPACE FOR YOU INC.","142418-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","JOSE DUENAS","JUDITH DUENAS","JOSE DUENAS"
"BETTER HOME DEVELOPMENT, CORP.","121129-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","HATILLO","PR","JOAQUIN LOPEZ","NILSA E GUZMAN","JOAQUIN LOPEZ"
"MINISTERIO EVANGELISTICO BUSCANDO LOS QUE FALTAN , INC.","61333-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Guayanilla","PR",,,
"RADINSON CONSTRUCTION & DEVELOPMENT CORP.","169767-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Rio Grande","PR","ELVIS RADINSON","Irma Torres","Elvis Radinson"
"VEGA BAJA ENGLISH CONGREGATION OF JEHOVAH'S WITNESSES (ASSOC.) CORP.","55797-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Vega Baja","PR",,,
"FUNDACION DEL COLEGIO SAN JOSE, INC.","24947-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR","Bro. Francisco  T. González","Bro. Reinaldo Berrios","Bro. Francisco T Gonzalez"
"TIEMPO DE MILAGROS, INC.","307403-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Caguas","PR","Joed Diaz","Maria A Torres","Maria A Torres"
"CORPORACIN MINISTERIO DE DRAMAS GETSEMAN","55107-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Toa Baja","PR",,,
"COLEGIO SAN FELIPE, INC.","3698-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","ARECIBO","PR","P. ALBERTO DIAZ","P. ALBERTO DIAZ","MAGDA FRESSE"
"BARLEY'S COLLECTIONS LLC","342819-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Guaynabo","PR","Edman Alicea",,
"ZAYTON GROUP PROMOTIONS CORP.","207723-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","Toa Alta","PR",,,
"TRIPLE - S SALUD,INC","428-411","ACTIVA","Compañía de Seguros","Con Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"COOPERATIVA DE CREDITO COMUNIDAD DEL BARRIO PAJAROS","226-221","ACTIVA","Cooperativa de Ahorro Y Crédito","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"E&E LLC","391634-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","BARCELONETA","PR","Efraín G Torres","Efrain J Torres","Efraín G Torres"
"LAS FASHION GIRLS, TEAM PA LA CALLE EN MOTORA INC.","387055-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","Joel Vega","Joel Vega",
"2DA IGLESIA MINISTERIO ROCA DE SALVACION EN YABUCOA INC.","50501-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Yabucoa","PR",,,
"SAN ALBERTO AGRICOLA  CORP.","389211-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","ADJUNTAS","PR","Amalia M Durán","Amalia M Durán",
"XRM SERVICES INC.","391034-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","AGUADILLA","PR","Xavier Rivera","Xavier Rivera",
"SOJO RETAIL GROUP CORP.","391286-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","CAROLINA","PR","JORGE LALAITE","SONIA IRIZARRY","JORGE LALAITE IRIZARRY"
"FUNDACION AMOR AL DESAMPARADO, INC.","323164-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Lares","PR","Jose Feliciano",,
"AGRUPACION MUSICAL CRISTIANA ELIANAI, INC.","301337-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Fajardo","PR",,,
"MINISTERIO VERDAD Y UNCION JN 8:32 INC.","57125-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR",,,
"MINISTERIO UNGIDO DEL SOLDADO LEVANTADO EN CRISTO INC.","332692-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","aguadilla","PR","JOSE Romero","JOSE Romero",
"MINISTERIO EVANGELISTICO INTERNACIONAL YO LE CREO A DIOS  INC.","348019-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","CABO ROJO","PR","JUAN CARLOS QUIJANO",,
"IGLESIA METODISTA UNDIA EL OLIVAR, INC.","6678-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"EDITORIAL TIEMPO NUEVO CORP.","38405-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","San Juan","PR","Jose  L Figueroa","Jose L Figueroa","Jose L Figueroa"
"MINISTERIO MUJER AIMENTA TU ESPIRITU INC.","330534-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Bayamon","PR","Eliezer Hernandez","Vanessa Ortiz",
"LA FAROLA Y EL GATO LLC","330697-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Toa Alta","PR","Lizbeth M. Román","Lizbeth M. Román",
"AGRUPACION MENSAJEROS DEL MAESTRO INC., AFILIADA A LA IGLESIA PRESBITERIANA UNIDA DE SAN","27515-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"CRESPO CARLO MANAGEMENT CORPORATION","329903-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","SAN JUAN","PR","ONELIA CRESPO","Onelia Crespo","Onelia Crespo"
"LANDFILL TECHNOLOGIES OF AGUADILLA LLC","117415-111","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","GURABO","PR","JAVIER J VAZQUEZ","JAVIER J VAZQUEZ","AGUSTIN CRESPO"
"HEALING GARDEN PR LLC","386496-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","CAROLINA","PR","Dianyra Camacho",,
"IGLESIA DE DIOS PENTECOSTAL HECHELASEI, INC. (MI DIOS EST AQU)","53475-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Dorado","PR",,,
"DESARROLLADORA COOP (DC)","634-1221","ACTIVA","Cooperativa de Consumo","Sin Fines de Lucro","Doméstica","San Juan","PR",,,
"IGLESIA DE RESTAURACION ""LA LUZ DEL MUNDO"" INC.","39111-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"AJR SOURCES, LLC","317858-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Morovis","PR","Angela J Adrovet","Angela J Adrovet",
"SUCESIN PEDRO ALVAREZ INC.","174362-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","BAYAMON","PR","JUAN CUADRADO","FELIX CUADRADO","FELIX CUADRADO"
"BRILLIANT ENERGY LLC","385475-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","TRUJILLO ALTO","PR","Victor Ortiz","Victor Ortiz",
"JARDIN INFANTIL AULINA INC.","34439-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","PONCE","PR","JESSICA ORTIZ","JESSICA ORTIZ","JESSICA ORTIZ"
"MINISTERIO EVANGELISTICO HUMILLACION A DIOS ( M.E.H.D. ), INC.","315434-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","CIDRA","PR","DANIEL RODRIGUEZ","DANIEL RODRIGUEZ","DANIEL RODRIGUEZ"
"SOCIETY OF LEGENDS, LLC","2855-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"GRAYCO, INC.","199733-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","TOA BAJA","PR","CYNTHIA AYALA","Cynthia Ayala","Cynthia Ayala"
"COOPERATIVA DE CREDITO LA ALIANZA","202-221","ACTIVA","Cooperativa de Ahorro Y Crédito","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"JDM MOTORS PR, INC.","391284-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","HORMIGUEROS","PR","RENOLS PAGAN","ZAMANUDDIN FERROZZADA","ZAMANUDDIN FERROZZADA"
"IGLESIA MINISTERIAL CRISTIANA, INCORPORADA","27232-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"UNITED FC INC.","367269-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","SAN JUAN","PR","EDITH J RIVERA","HUGO E FONSECA","JORGE L FIGUEROA"
"MOVIMIENTO MUNDIAL DE AVIVAMIENTO INC.","59085-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Arecibo","PR",,,
"UNIVERSIDAD TEOLOGICA DE PUERTO RICO JESUCRISTO REY DE REYES INC.","55089-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Guaynabo","PR",,,
"ORTIZ CROSA  INC.","390158-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","AGUAS BUENAS","PR","ANTERO ORTIZ","MARIA C CROSA","MARIA C CROSA"
"MALAMBO, INC.","309203-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","SAN JUAN","PR","MARIA DEL R GARCIA","LEONOR MARTIN","LEONOR MARTIN"
"MAGNA PHOTO PLUS INC.","348002-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","San Juan","PR","Leonardo Tovar","Leonardo Tovar",
"FEI SE, INC.","179256-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","Carolina","PR","Francisco Rivera","Elizabeth Mujica","Francisco Rivera"
"MINISTERIO MISIONERO EL ALFOL, INC.","50638-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Toa Baja","PR",,,
"TDV HOLDING I L.L.C.","378283-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","SAN JUAN","PR",,"Manuel A Aviles",
"CASA APOSTOLICA MISERICORDIA, INC","8736-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Rio Piedras","PR",,,
"MAREJADA INC.","136154-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","ARECIBO","PR","MYRNA E VELEZ","ANGIE OLIVERO","ANGIE OLIVERO"
"EL FENIX DE PUERTO RICO COMPAIA DE SEGUROS","316-411","ACTIVA","Compañía de Seguros","Con Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"PHOENIX ASSETS MANAGEMENT LLC","390899-1511","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","GUAYNABO","PR",,"Hector Martinez",
"IGLESIA PENTECOSTAL FILADELFIA MINISTERIO MUNDIAL, INC.","28495-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"SANTORI-AYMAT & RIVERA, LLC","3970-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","San Juan","PR",,,
"PORQUE BUSCAIS ENTRE LOS MUERTOS AL QUE VIVE? INC.","53975-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Canóvanas","PR",,,
"IGLESIA CRISTIANA CASA DE AMOR Y RESTAURACION, INC.","52578-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Orocovis","PR",,,
"MINISTERIO MISIONERO MUSICAL ISAIAS 61:1-6, INC.","57506-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Unknown","NO DISPONIBLE",,,
"IGLESIA PENTECOSTAL TIERRA DE LA PALESTINA INC.","52022-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Toa Alta","PR",,,
"PUERTO RICO MOTION PICTURES STUDIOS, LLC","2773-1531","ACTIVA","Compañía de Responsabilidad Limitada","Con Fines de Lucro","Doméstica","Dorado","PR",,,
"JM CONTRACTOR INC.","391406-111","ACTIVA","Corporación","Con Fines de Lucro","Doméstica","CAMUY","PR","JOSHUA A MORALES","JOSHUA A MORALES",
"MD OCCUPATIONAL MEDICINE, PSC","307197-711","ACTIVA","Corporación Profesional","Con Fines de Lucro","Doméstica","San Juan","PR","Angel J Miró","Angel Miro","Angel Miro"
"MINISTERIO CRISTO FUENTE DE PODER Y SANTIDAD INCORPORATED","338707-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Vega Baja","PR","Adrián Ortiz","Adrián Ortiz",
"IGLESIA CRISTIANA EL REY VIENE INC.","20186-121","ACTIVA","Corporación","Sin Fines de Lucro","Doméstica","Bayamon","PR","CARMEN COLÓN","Emma RAMOS","carmen colon"
"MEDICAL ALERT AMBULANCE SERVICE, INC.","158332-1011","ACTIVA","Corporación Intima","Con Fines de Lucro","Doméstica","BARRANQUITAS","PR","erick  nuñez","ERICK O NUÑEZ","ERICK O NUÑEZ"
